cvr,livestock_n,cattle_cnt,pig_cnt,poultry_cnt,n_chr,rows,year
35720510,0.0,201.0,0.0,0.0,1,5,2019
35722092,0.0,0.0,0.0,0.0,1,1,2019
35723064,0.0,1045.3,0.0,0.0,1,6,2019
35723099,0.0,8.0,0.0,0.0,2,3,2019
35723242,0.0,0.0,0.0,0.0,1,2,2019
35723323,0.0,3.0,0.0,0.0,1,2,2019
35725024,0.0,0.0,0.0,0.0,1,1,2019
35725377,0.0,0.0,0.0,0.0,1,1,2019
35725873,0.0,0.0,0.0,0.0,1,3,2019
35728333,0.0,458.62000000000006,0.0,0.0,2,14,2019
35730265,0.0,0.0,0.0,0.0,1,1,2019
35732136,0.0,7.9,0.0,0.0,2,5,2019
35738606,0.0,0.0,39581.0,0.0,1,5,2019
35740252,0.0,0.0,0.0,0.0,1,1,2019
35743936,0.0,0.0,21416.0,0.0,2,7,2019
35745521,0.0,0.0,0.0,0.0,1,2,2019
35746544,0.0,3.4,0.0,0.0,2,5,2019
35747087,0.0,0.0,300.0,0.0,1,1,2019
35751467,0.0,0.0,0.0,0.0,1,2,2019
35752501,0.0,29.4,0.0,0.0,2,5,2019
35752730,0.0,42.3,0.0,0.0,2,6,2019
35754857,0.0,636.4,0.0,0.0,3,15,2019
35756574,0.0,1044.8,0.0,0.0,2,8,2019
35759182,0.0,0.0,0.0,0.0,1,1,2019
35763147,0.0,0.0,38243.0,0.0,4,12,2019
35764828,0.0,0.0,0.0,0.0,1,1,2019
35768807,0.0,0.0,36505.0,0.0,2,4,2019
35769366,0.0,11.4,0.0,0.0,2,5,2019
35771425,0.0,0.0,0.0,0.0,1,1,2019
35771492,0.0,4.3,0.0,0.0,1,4,2019
35779663,0.0,17.9,0.0,0.0,1,5,2019
35782907,0.0,0.0,831.49,0.0,3,7,2019
35788069,0.0,486.0,0.0,0.0,2,14,2019
35792368,0.0,0.0,40214.0,0.0,2,9,2019
35792775,0.0,12.799999999999999,0.0,0.0,1,8,2019
35814418,0.0,0.0,0.0,942500.0,4,4,2019
35817670,0.0,47.400000000000006,0.0,0.0,2,7,2019
35837159,0.0,0.0,0.0,0.0,2,2,2019
35837566,0.0,0.0,0.0,0.0,2,2,2019
35842233,0.0,2.0,0.0,0.0,1,2,2019
35845151,0.0,147.4,0.0,0.0,2,5,2019
35852301,0.0,8.5,0.0,0.0,1,6,2019
35855971,0.0,0.0,0.0,0.0,1,1,2019
35857508,0.0,0.0,0.0,0.0,1,2,2019
35860363,0.0,0.0,0.0,0.0,1,1,2019
35872159,0.0,14.399999999999999,0.0,0.0,1,5,2019
35872353,0.0,12.8,0.0,0.0,1,5,2019
35873880,0.0,0.0,0.0,256560.65999999997,1,4,2019
35900802,0.0,1597.4,0.0,0.0,2,9,2019
35900829,0.0,450.3,0.0,0.0,2,9,2019
35903917,0.0,0.0,0.0,0.0,1,2,2019
35904891,0.0,0.0,4844.0,0.0,2,2,2019
35907343,0.0,0.0,4130.0,0.0,1,5,2019
35908633,0.0,366.0,0.0,0.0,1,10,2019
35918469,0.0,0.0,0.0,0.0,1,1,2019
35923136,0.0,4.3,0.0,0.0,1,4,2019
35923292,0.0,2.7,0.0,0.0,1,6,2019
35928154,0.0,438.3,0.0,0.0,1,6,2019
35929622,0.0,18.599999999999998,0.0,0.0,1,5,2019
35930876,0.0,434.79999999999995,0.0,0.0,1,4,2019
35933085,0.0,625.8,0.0,0.0,1,15,2019
35934758,0.0,36.68000000000001,0.0,0.0,3,14,2019
35936963,0.0,0.0,84413.0,0.0,6,12,2019
35937552,0.0,0.0,28430.0,0.0,2,6,2019
35938915,0.0,5.7,4.0,110.0,2,7,2019
35940731,0.0,1096.2,0.0,0.0,1,5,2019
35941533,0.0,18.9,0.0,0.0,1,6,2019
35945059,0.0,0.0,0.0,0.0,1,1,2019
35947167,0.0,23.3,0.0,0.0,1,6,2019
35949828,0.0,0.0,0.0,0.0,1,4,2019
35950478,0.0,0.0,224.0,0.0,1,4,2019
35958177,0.0,0.0,0.0,0.0,1,1,2019
35960589,0.0,70.5,0.0,0.0,1,7,2019
35960740,0.0,0.0,0.0,0.0,1,2,2019
35963561,0.0,0.0,4100.0,0.0,1,1,2019
35964665,0.0,0.0,0.0,0.0,1,1,2019
35967206,0.0,909.0,0.0,0.0,1,8,2019
35971092,0.0,516.0,0.0,0.0,1,6,2019
35973761,0.0,0.0,0.0,0.0,1,1,2019
35991050,0.0,9.4,0.0,0.0,1,5,2019
35992790,0.0,0.0,0.0,0.0,1,1,2019
35993940,0.0,740.9,0.0,0.0,1,8,2019
35995161,0.0,33.5,0.0,0.0,1,5,2019
35996370,0.0,0.0,0.0,0.0,1,1,2019
35997431,0.0,25.4,0.0,0.0,1,6,2019
36000317,0.0,10.899999999999999,0.0,0.0,1,4,2019
36001976,0.0,0.0,0.0,0.0,1,1,2019
36014946,0.0,0.0,9417.0,0.0,2,2,2019
36024003,0.0,0.0,53764.0,0.0,1,2,2019
36024593,0.0,0.0,0.0,0.0,1,1,2019
36025395,0.0,0.0,0.0,0.0,1,3,2019
36026022,0.0,0.0,29640.0,0.0,2,4,2019
36026049,0.0,0.0,16102.0,0.0,2,2,2019
36026057,0.0,0.0,0.0,0.0,1,1,2019
36027592,0.0,0.0,0.0,0.0,1,1,2019
36032898,0.0,9.4,0.0,0.0,2,6,2019
36039140,0.0,0.0,2310.0,0.0,1,3,2019
36040106,0.0,786.27,0.0,0.0,3,11,2019
36046244,0.0,359.6,0.0,0.0,1,6,2019
36054336,0.0,0.0,3590.0,0.0,2,3,2019
36056428,0.0,0.0,300.0,0.0,1,4,2019
36058579,0.0,0.0,0.0,853400.0,2,17,2019
36074337,0.0,5.1,0.0,0.0,1,5,2019
36075198,0.0,218.0,0.0,0.0,1,3,2019
36076992,0.0,0.0,60225.0,0.0,4,8,2019
36078731,0.0,41.5,0.0,0.0,1,8,2019
36093498,0.0,0.0,6506.0,0.0,2,5,2019
36096942,0.0,0.0,3498.0,0.0,1,2,2019
36100931,0.0,0.0,0.0,0.0,1,3,2019
36102543,0.0,3.4000000000000004,0.0,0.0,2,7,2019
36107049,0.0,0.0,39568.0,0.0,7,7,2019
36108517,0.0,4.0,0.0,0.0,1,1,2019
36108657,0.0,361.9,0.0,0.0,2,21,2019
36112174,0.0,95.2,0.0,0.0,1,6,2019
36115335,0.0,545.9,0.0,0.0,2,10,2019
36119810,0.0,0.0,0.0,0.0,1,3,2019
36123192,0.0,0.0,9.0,10.0,2,3,2019
36125330,0.0,0.0,19834.0,0.0,2,6,2019
36129565,0.0,0.0,0.0,0.0,1,2,2019
36140658,0.0,1053.9,0.0,0.0,2,6,2019
36140666,0.0,171.4,0.0,0.0,1,7,2019
36141131,0.0,45.3,8.0,12015.0,2,18,2019
36143312,0.0,289.0,0.0,0.0,1,2,2019
36144459,0.0,0.0,0.0,0.0,1,2,2019
36144769,0.0,0.0,0.0,818700.0,1,13,2019
36149051,0.0,29.099999999999998,0.0,0.0,1,5,2019
36149671,0.0,1043.8,0.0,0.0,1,7,2019
36157089,0.0,0.0,0.0,0.0,1,1,2019
36163720,0.0,13.98,12.0,0.0,1,8,2019
36168927,0.0,0.0,26606.0,0.0,2,5,2019
36170158,0.0,6.0,0.0,0.0,1,3,2019
36204575,0.0,0.0,0.0,0.0,1,1,2019
36207892,0.0,185.60000000000002,0.0,0.0,1,6,2019
36209453,0.0,2.0,0.0,0.0,2,4,2019
36210591,0.0,16.8,0.0,0.0,2,5,2019
36213620,0.0,0.0,0.0,0.0,1,1,2019
36214252,0.0,1296.7,0.0,0.0,1,5,2019
36214775,0.0,40.2,0.0,0.0,2,10,2019
36215135,0.0,30.200000000000003,0.0,0.0,2,8,2019
36215461,0.0,132.9,0.0,0.0,2,7,2019
36216859,0.0,369.5,0.0,0.0,1,6,2019
36217480,0.0,8.7,0.0,0.0,1,5,2019
36217812,0.0,0.0,0.0,0.0,2,2,2019
36220678,0.0,63.3,0.0,0.0,1,6,2019
36221348,0.0,6.9,0.0,0.0,1,7,2019
36221364,0.0,921.5,0.0,0.0,2,6,2019
36225335,0.0,0.0,21276.0,0.0,3,4,2019
36225939,0.0,16.7,0.0,0.0,2,7,2019
36228938,0.0,0.0,0.0,0.0,1,1,2019
36229160,0.0,109.2,0.0,0.0,1,6,2019
36229543,0.0,18.9,0.0,0.0,1,8,2019
36231173,0.0,19.7,1.0,0.0,1,7,2019
36231734,0.0,0.0,14858.0,0.0,1,5,2019
36232099,0.0,0.0,0.0,0.0,1,1,2019
36234881,0.0,0.0,23433.0,0.0,3,4,2019
36234970,0.0,0.0,6314.0,0.0,1,1,2019
36235152,0.0,8.8,12.0,20.0,2,6,2019
36236930,0.0,46.4,0.0,0.0,1,5,2019
36238305,0.0,23.6,0.0,0.0,1,5,2019
36242736,0.0,0.0,0.0,0.0,1,1,2019
36244887,0.0,2.0,0.0,0.0,1,2,2019
36245670,0.0,0.0,0.0,0.0,1,2,2019
36245727,0.0,0.0,38791.01,0.0,2,5,2019
36245867,0.0,0.0,28673.0,0.0,3,5,2019
36249145,0.0,0.0,0.0,20.0,2,4,2019
36252278,0.0,0.8,2314.0,0.0,1,4,2019
36252669,0.0,0.0,0.0,251200.0,1,1,2019
36252898,0.0,53.5,0.0,0.0,2,8,2019
36254017,0.0,0.0,0.0,2770.68,1,1,2019
36254378,0.0,80.3,6.0,0.0,1,10,2019
36254483,0.0,3.6999999999999997,0.0,0.0,1,4,2019
36254491,0.0,0.0,2200.0,0.0,2,4,2019
36254955,0.0,683.0999999999999,0.0,0.0,2,14,2019
36255226,0.0,0.0,27869.0,0.0,3,7,2019
36256559,0.0,707.2,0.0,0.0,1,6,2019
36256850,0.0,0.0,0.0,2500.0,1,1,2019
36257350,0.0,3.0,0.0,0.0,1,2,2019
36258179,0.0,9.7,0.0,0.0,2,5,2019
36259035,0.0,16.6,0.0,0.0,2,6,2019
36259973,0.0,0.0,0.0,20.0,1,1,2019
36260300,0.0,386.64,0.0,0.0,1,11,2019
36261226,0.0,10.8,14.0,40.0,2,15,2019
36264926,0.0,14.0,35460.0,0.0,2,9,2019
36265558,0.0,3.0,0.0,0.0,1,4,2019
36266929,0.0,210.8,0.0,0.0,1,5,2019
36268883,0.0,0.0,33702.0,0.0,5,12,2019
36268956,0.0,408.0,0.0,0.0,1,5,2019
36270160,0.0,0.0,41856.0,0.0,3,14,2019
36271213,0.0,0.0,0.0,0.0,1,1,2019
36271825,0.0,621.0,0.0,0.0,1,8,2019
36272678,0.0,0.0,10520.0,0.0,1,5,2019
36272716,0.0,0.0,7438.74,0.0,1,2,2019
36274638,0.0,593.4,0.0,0.0,1,15,2019
36275057,0.0,433.49999999999994,0.0,0.0,2,14,2019
36275707,0.0,12.1,0.0,0.0,1,6,2019
36275731,0.0,112.6,0.0,0.0,4,17,2019
36275898,0.0,0.0,0.0,0.0,1,2,2019
36277912,0.0,20.2,0.0,0.0,1,5,2019
36283971,0.0,4.0,0.0,0.0,1,2,2019
36286083,0.0,0.0,0.0,0.0,1,1,2019
36286822,0.0,65.35,0.0,0.0,2,6,2019
36288248,0.0,0.0,0.0,0.0,1,1,2019
36288337,0.0,1246.4,0.0,0.0,2,10,2019
36291214,0.0,49.4,0.0,25.0,2,11,2019
36293381,0.0,0.0,5063.1,0.0,1,1,2019
36295384,0.0,22.6,0.0,0.0,1,6,2019
36295740,0.0,243.5,0.0,0.0,1,3,2019
36297247,0.0,42.0,0.0,0.0,2,12,2019
36297549,0.0,2.5999999999999996,0.0,0.0,1,3,2019
36302887,0.0,515.3000000000001,0.0,0.0,1,5,2019
36302925,0.0,0.0,10304.06,0.0,1,2,2019
36303166,0.0,0.0,0.0,0.0,1,1,2019
36307269,0.0,75.30000000000001,0.0,0.0,1,7,2019
36307978,0.0,0.0,0.0,0.0,1,1,2019
36308389,0.0,1.4,0.0,0.0,1,1,2019
36310367,0.0,0.0,8121.0,0.0,1,1,2019
36310731,0.0,121.0,0.0,0.0,1,5,2019
36312807,0.0,0.0,6230.0,0.0,1,2,2019
36313145,0.0,498.3,0.0,0.0,1,10,2019
36314990,0.0,303.1,0.0,0.0,1,6,2019
36317884,0.0,0.0,0.0,0.0,1,1,2019
36319542,0.0,4.7,0.0,0.0,1,5,2019
36321768,0.0,32.900000000000006,0.0,38001.0,2,7,2019
36325593,0.0,0.0,0.0,0.0,1,1,2019
36326700,0.0,6.4,0.0,0.0,1,6,2019
36328975,0.0,785.3000000000001,0.0,0.0,1,6,2019
36331070,0.0,2.4,2.0,0.0,2,6,2019
36332484,0.0,0.0,27899.0,0.0,2,6,2019
36333308,0.0,0.0,7721.0,0.0,2,2,2019
36335149,0.0,10.6,0.0,0.0,1,5,2019
36336668,0.0,0.0,0.0,0.0,1,1,2019
36337478,0.0,0.0,0.0,0.0,1,2,2019
36341246,0.0,0.0,0.0,10.0,1,1,2019
36341297,0.0,15.399999999999999,0.0,0.0,1,5,2019
36343001,0.0,10.100000000000001,0.0,0.0,2,5,2019
36343168,0.0,440.9,0.0,0.0,2,10,2019
36345365,0.0,0.0,0.0,0.0,1,1,2019
36346515,0.0,14.799999999999999,0.0,0.0,1,6,2019
36346906,0.0,88.1,0.0,0.0,1,5,2019
36348968,0.0,32.8,0.0,0.0,1,5,2019
36350563,0.0,0.0,0.0,0.0,1,1,2019
36356847,0.0,19.200000000000003,0.0,0.0,1,6,2019
36359536,0.0,10.1,0.0,0.0,2,5,2019
36359552,0.0,118.0,0.0,0.0,1,6,2019
36360429,0.0,0.0,0.0,0.0,1,1,2019
36364793,0.0,0.0,35877.0,0.0,4,10,2019
36366583,0.0,0.0,0.0,0.0,1,1,2019
36367997,0.0,0.0,0.0,0.0,1,1,2019
36369981,0.0,8.7,0.0,0.0,2,4,2019
36370831,0.0,0.0,0.0,0.0,1,1,2019
36376295,0.0,16.5,0.0,0.0,1,6,2019
36377585,0.0,335.8,0.0,0.0,1,6,2019
36377690,0.0,8.0,0.0,0.0,1,2,2019
36378026,0.0,50.9,0.0,290000.0,2,6,2019
36378204,0.0,0.0,7938.0,0.0,1,4,2019
36378794,0.0,0.0,0.0,0.0,1,2,2019
36378980,0.0,0.0,22149.0,0.0,1,3,2019
36380179,0.0,0.0,0.0,0.0,1,1,2019
36381094,0.0,998.7,0.0,0.0,1,7,2019
36401508,0.0,15.1,0.0,0.0,2,10,2019
36412976,0.0,0.0,0.0,0.0,1,1,2019
36424257,0.0,46.400000000000006,0.0,0.0,1,5,2019
36431849,0.0,0.0,0.0,0.0,1,2,2019
36433175,0.0,8741.6,0.0,0.0,4,21,2019
36434988,0.0,0.0,0.0,531733.4199999999,1,14,2019
36436085,0.0,136.9,0.0,0.0,1,3,2019
36449136,0.0,1437.6,0.0,0.0,3,23,2019
36455799,0.0,0.0,15059.0,0.0,3,5,2019
36473061,0.0,14.600000000000001,15.0,0.0,1,9,2019
36479825,0.0,0.0,0.0,0.0,1,2,2019
36480904,0.0,0.0,0.0,54935.0,2,3,2019
36483326,0.0,37.199999999999996,0.0,0.0,1,5,2019
36484748,0.0,0.0,75965.0,0.0,2,7,2019
36493011,0.0,0.0,0.0,55371.0,5,5,2019
36545534,0.0,0.0,0.0,8015.35,1,1,2019
36551461,0.0,0.0,0.0,0.0,1,1,2019
36562927,0.0,0.0,8696.890000000001,0.0,1,5,2019
36566248,0.0,677.0,0.0,0.0,2,6,2019
36567740,0.0,370.3,0.0,0.0,1,6,2019
36574437,0.0,0.0,36801.0,0.0,4,8,2019
36575077,0.0,0.0,0.0,0.0,1,1,2019
36575859,0.0,1079.8000000000002,0.0,0.0,1,10,2019
36575867,0.0,0.0,0.0,0.0,1,1,2019
36577878,0.0,0.0,92640.0,0.0,5,10,2019
36595531,0.0,28.5,0.0,0.0,2,7,2019
36596910,0.0,0.0,0.0,0.0,1,1,2019
36598123,0.0,5.2,0.0,0.0,1,3,2019
36600365,0.0,35.0,0.0,0.0,1,6,2019
36601892,0.0,16.099999999999998,0.0,0.0,1,5,2019
36603364,0.0,0.0,1972.0,0.0,2,4,2019
36612932,0.0,1324.4,0.0,0.0,1,8,2019
36616482,0.0,118.0,0.0,0.0,1,2,2019
36618167,0.0,0.0,9377.0,0.0,1,4,2019
36618809,0.0,9.200000000000001,0.0,0.0,2,8,2019
36622148,0.0,0.0,0.0,0.0,1,3,2019
36623284,0.0,395.79999999999995,0.0,0.0,1,8,2019
36624663,0.0,0.0,52136.0,0.0,3,6,2019
36625414,0.0,0.0,0.0,53258.9,3,4,2019
36626038,0.0,0.0,48246.0,0.0,4,15,2019
36626313,0.0,28.799999999999997,0.0,0.0,2,7,2019
36627751,0.0,7.4,0.0,0.0,1,6,2019
36634405,0.0,0.0,0.0,0.0,1,1,2019
36634472,0.0,0.0,0.0,0.0,1,2,2019
36640839,0.0,0.0,0.0,0.0,1,1,2019
36650958,0.0,306.59999999999997,0.0,0.0,1,10,2019
36657006,0.0,7.1,90.0,499.0,3,9,2019
36657243,0.0,280.5,0.0,0.0,1,9,2019
36659807,0.0,10.6,0.0,0.0,1,5,2019
36660821,0.0,19.0,0.0,0.0,2,5,2019
36661380,0.0,20.9,0.0,0.0,1,5,2019
36665130,0.0,0.0,0.0,0.0,1,1,2019
36667028,0.0,0.0,4702.0,0.0,2,2,2019
36669101,0.0,109.10000000000001,0.0,0.0,1,5,2019
36669993,0.0,80.1,0.0,0.0,3,23,2019
36671270,0.0,0.0,15832.0,0.0,1,5,2019
36671866,0.0,0.0,0.0,27556.71,1,1,2019
36673370,0.0,269.64,0.0,0.0,3,12,2019
36673664,0.0,0.0,0.0,0.0,1,1,2019
36674385,0.0,2.0,0.0,0.0,2,3,2019
36675543,0.0,15.1,0.0,0.0,1,5,2019
36675896,0.0,255.2,0.0,0.0,1,6,2019
36684992,0.0,8281.9,0.0,0.0,1,5,2019
36685972,0.0,0.0,25.0,0.0,1,2,2019
36697733,0.0,0.0,18214.0,0.0,2,4,2019
36697784,0.0,20.6,0.0,0.0,1,6,2019
36707682,0.0,0.0,0.0,0.0,1,3,2019
36711450,0.0,0.0,0.0,0.0,1,1,2019
36711590,0.0,0.0,0.0,0.0,1,1,2019
36718919,0.0,127.3,0.0,0.0,1,6,2019
36722134,0.0,50.7,0.0,0.0,1,6,2019
36731958,0.0,32.8,0.0,0.0,1,5,2019
36732008,0.0,0.0,0.0,0.0,2,2,2019
36734752,0.0,0.0,5196.45,0.0,1,1,2019
36738804,0.0,0.0,0.0,0.0,1,3,2019
36741317,0.0,6.6,0.0,0.0,1,4,2019
36766158,0.0,4.7,0.0,0.0,1,4,2019
36776633,0.0,0.0,0.0,646327.0,1,27,2019
36779934,0.0,9.7,0.0,0.0,2,6,2019
36780274,0.0,0.8,0.0,0.0,2,3,2019
36781343,0.0,739.3,0.0,0.0,3,10,2019
36830867,0.0,7.6,20216.6,0.0,3,9,2019
36836210,0.0,0.0,0.0,0.0,1,1,2019
36836431,0.0,0.0,3387.0,0.0,2,5,2019
36865164,0.0,81.9,0.0,0.0,1,5,2019
36865415,0.0,0.0,20535.0,0.0,2,3,2019
36866780,0.0,25.599999999999998,0.0,0.0,1,6,2019
36871997,0.0,0.0,0.0,0.0,1,1,2019
36899077,0.0,0.0,0.0,0.0,2,3,2019
36903333,0.0,403.1,0.0,0.0,1,6,2019
36919256,0.0,0.0,6919.0,0.0,1,1,2019
36924195,0.0,0.0,28250.0,0.0,2,4,2019
36927089,0.0,0.0,66191.0,0.0,7,7,2019
36935359,0.0,0.0,65646.0,0.0,3,5,2019
36939680,0.0,0.0,19895.559999999998,0.0,3,7,2019
36941081,0.0,61.099999999999994,0.0,0.0,1,5,2019
36941537,0.0,0.0,0.0,317942.0,6,12,2019
36942045,0.0,0.0,27453.0,0.0,4,13,2019
36942827,0.0,20.7,0.0,0.0,2,2,2019
36945761,0.0,0.0,22657.0,0.0,1,5,2019
36948213,0.0,0.0,0.0,0.0,1,1,2019
36950536,0.0,0.0,0.0,0.0,1,1,2019
36951206,0.0,0.0,0.0,0.0,1,1,2019
36956364,0.0,0.0,6003.0,0.0,2,7,2019
36959398,0.0,957.6,0.0,0.0,2,10,2019
36960000,0.0,645.0,0.0,0.0,1,13,2019
36962666,0.0,0.0,0.0,0.0,4,4,2019
36962747,0.0,280.1,0.0,0.0,1,9,2019
36969911,0.0,0.0,26600.0,0.0,2,6,2019
36973196,0.0,0.6,10169.21,0.0,2,4,2019
36988932,0.0,0.0,0.0,350.0,1,1,2019
36990805,0.0,0.0,0.0,0.0,1,1,2019
36995378,0.0,0.0,0.0,0.0,1,3,2019
36998040,0.0,0.0,0.0,0.0,1,1,2019
37004057,0.0,18.5,0.0,0.0,2,6,2019
37005983,0.0,0.0,0.0,0.0,1,1,2019
37030775,0.0,2.4,0.0,0.0,1,2,2019
37036331,0.0,0.0,0.0,2.0,2,3,2019
37049263,0.0,219.79999999999998,0.0,0.0,2,5,2019
37061662,0.0,16.1,0.0,0.0,1,2,2019
37061670,0.0,72.0,0.0,0.0,2,8,2019
37067288,0.0,309.0,0.0,0.0,2,6,2019
37071404,0.0,6.5,0.0,0.0,1,6,2019
37073962,0.0,0.0,0.0,0.0,1,2,2019
37076422,0.0,480.1,0.0,0.0,1,8,2019
37090921,0.0,0.0,4.0,0.0,2,3,2019
37096989,0.0,0.0,0.0,0.0,1,1,2019
37109770,0.0,6.3,0.0,0.0,1,6,2019
37113255,0.0,0.0,0.0,0.0,1,1,2019
37118265,0.0,14.899999999999999,0.0,0.0,1,5,2019
37120154,0.0,25.3,0.0,0.0,1,9,2019
37121037,0.0,0.0,0.0,15.0,1,1,2019
37123528,0.0,14.5,0.0,0.0,1,5,2019
37126721,0.0,0.0,61903.0,0.0,6,8,2019
37127000,0.0,633.0,0.0,0.0,2,7,2019
37127493,0.0,0.0,0.0,0.0,2,2,2019
37134279,0.0,0.0,0.0,0.0,1,1,2019
37136638,0.0,0.0,0.0,0.0,1,3,2019
37140155,0.0,0.0,61311.0,0.0,2,7,2019
37147826,0.0,0.0,0.0,720000.0,1,2,2019
37148784,0.0,16.0,0.0,0.0,1,6,2019
37153192,0.0,0.0,0.0,0.0,1,1,2019
37155756,0.0,106.19999999999999,0.0,0.0,1,5,2019
37155845,0.0,0.0,0.0,0.0,1,1,2019
37158852,0.0,7.699999999999999,0.0,0.0,2,7,2019
37162493,0.0,0.0,0.0,0.0,1,1,2019
37165433,0.0,0.0,0.0,0.0,1,3,2019
37165573,0.0,147.5,0.0,0.0,6,18,2019
37165670,0.0,0.0,2180.0,0.0,1,2,2019
37170399,0.0,0.0,848.0,0.0,1,2,2019
37181676,0.0,418.8,0.0,0.0,1,8,2019
37183237,0.0,0.0,128846.0,0.0,12,17,2019
37186759,0.0,72.7,0.0,0.0,1,6,2019
37186953,0.0,4.6,0.0,0.0,1,3,2019
37188794,0.0,0.0,2.0,0.0,1,3,2019
37188956,0.0,58.4,81.0,1040.0,2,14,2019
37194158,0.0,6.6,0.0,0.0,1,4,2019
37212776,0.0,0.0,0.0,0.0,1,2,2019
37215430,0.0,0.0,0.0,0.0,4,4,2019
37218650,0.0,4.4,0.0,0.0,1,4,2019
37219215,0.0,1138.2,0.0,0.0,3,11,2019
37222399,0.0,7.699999999999999,0.0,0.0,1,5,2019
37227358,0.0,7.6,0.0,0.0,1,5,2019
37229008,0.0,0.0,0.0,0.0,1,1,2019
37236330,0.0,0.0,0.0,268.0,2,5,2019
37237094,0.0,335.8,0.0,0.0,1,7,2019
37240141,0.0,0.0,8557.3,0.0,2,4,2019
37240273,0.0,12.0,0.0,0.0,1,2,2019
37241873,0.0,82.8,0.0,0.0,1,9,2019
37250937,0.0,59.1,0.0,0.0,1,6,2019
37252247,0.0,0.0,2.0,0.0,1,2,2019
37252549,0.0,50.1,0.0,0.0,1,10,2019
37264652,0.0,0.5,0.0,0.0,1,3,2019
37266221,0.0,0.0,6145.5,0.0,1,7,2019
37271233,0.0,352.70000000000005,0.0,0.0,3,11,2019
37274151,0.0,0.0,0.0,0.0,1,1,2019
37274224,0.0,0.0,0.0,991035.89,2,16,2019
37275522,0.0,74.19999999999999,0.0,0.0,1,6,2019
37275824,0.0,761.3,0.0,0.0,2,6,2019
37277320,0.0,26.9,0.0,0.0,2,9,2019
37279757,0.0,259.09999999999997,0.0,0.0,2,8,2019
37279870,0.0,778.8,0.0,0.0,4,12,2019
37283525,0.0,0.0,0.0,0.0,1,1,2019
37284068,0.0,0.0,0.0,0.0,1,1,2019
37287342,0.0,20.7,0.0,0.0,1,6,2019
37287660,0.0,0.0,0.0,25.0,1,1,2019
37292346,0.0,294.1,0.0,0.0,1,5,2019
37292435,0.0,16.3,0.0,0.0,1,6,2019
37293598,0.0,4.6,0.0,0.0,1,3,2019
37294535,0.0,4.0,0.0,0.0,2,3,2019
37296171,0.0,0.0,0.0,0.0,3,3,2019
37299588,0.0,384.9,0.0,0.0,1,7,2019
37300209,0.0,0.0,2680.0,0.0,2,6,2019
37300292,0.0,47.2,0.0,0.0,1,5,2019
37300535,0.0,373.5,0.0,0.0,1,11,2019
37302597,0.0,19.1,0.0,4.0,2,7,2019
37304530,0.0,0.0,0.0,0.0,1,1,2019
37305219,0.0,237.6,0.0,0.0,1,4,2019
37305537,0.0,383.90000000000003,0.0,0.0,1,4,2019
37306452,0.0,0.0,0.0,6.0,1,1,2019
37307262,0.0,0.0,36000.0,0.0,2,3,2019
37307327,0.0,344.5,0.0,0.0,1,7,2019
37309826,0.0,0.0,5840.0,0.0,2,3,2019
37315036,0.0,1075.4,0.0,0.0,5,14,2019
37318019,0.0,0.0,2.0,0.0,1,1,2019
37320226,0.0,0.8,0.0,0.0,6,8,2019
37320366,0.0,8.8,20442.0,0.0,1,9,2019
37321001,0.0,11.0,4138.0,0.0,2,8,2019
37331821,0.0,0.0,81816.0,0.0,8,13,2019
37336475,0.0,0.0,7954.0,0.0,2,2,2019
37336688,0.0,72.1,0.0,0.0,1,6,2019
37337986,0.0,3.0,0.0,0.0,1,2,2019
37339938,0.0,35.1,0.0,0.0,1,5,2019
37340634,0.0,0.0,0.0,0.0,1,1,2019
37341096,0.0,0.0,0.0,0.0,1,1,2019
37344184,0.0,8.4,0.0,0.0,2,6,2019
37345032,0.0,0.0,0.0,0.0,1,1,2019
37348880,0.0,0.0,83000.0,0.0,2,2,2019
37352365,0.0,30.4,0.0,0.0,1,6,2019
37354457,0.0,0.0,592.0,0.0,1,1,2019
37359068,0.0,0.0,5574.0,0.0,1,1,2019
37359688,0.0,0.0,20933.0,0.0,2,4,2019
37364096,0.0,381.8,0.0,0.0,2,8,2019
37371203,0.0,0.0,0.0,0.0,1,1,2019
37372196,0.0,0.0,0.0,0.0,1,1,2019
37372633,0.0,11.0,18.0,0.0,2,10,2019
37376728,0.0,21.4,0.0,0.0,1,6,2019
37376736,0.0,0.0,0.0,0.0,1,2,2019
37387924,0.0,73.6,0.0,0.0,1,5,2019
37389439,0.0,0.0,21724.9,0.0,2,5,2019
37389862,0.0,0.0,0.0,0.0,1,1,2019
37392839,0.0,0.0,0.0,0.0,1,2,2019
37394947,0.0,30.7,0.0,0.0,1,6,2019
37409014,0.0,3.4,0.0,0.0,2,5,2019
37414352,0.0,0.0,13690.0,0.0,2,7,2019
37423084,0.0,0.0,3415.0,20000.0,2,2,2019
37423459,0.0,0.0,0.0,0.0,1,1,2019
37426695,0.0,432.30000000000007,0.0,0.0,1,13,2019
37434787,0.0,548.4,0.0,0.0,2,8,2019
37438685,0.0,125.0,5064.0,0.0,2,8,2019
37441996,0.0,837.6,0.0,0.0,1,8,2019
37444243,0.0,0.0,0.0,0.0,1,2,2019
37444456,0.0,0.0,0.0,0.0,1,2,2019
37445576,0.0,0.0,0.0,0.0,1,1,2019
37446777,0.0,0.0,0.0,0.0,1,1,2019
