CVR,CropCode,TotalMarkerArea,MarkerFieldCount
32746640,31,18.779999999999998,2
32746640,247,0.99,1
32746640,250,0.56,1
32746640,252,1.9700000000000002,4
32746640,254,68.35,20
32746640,257,9.620000000000001,2
32746640,260,6.140000000000001,3
32746640,266,0.32,1
32746640,580,1.86,3
32746640,907,2.68,9
32749720,10,4.4,2
32752500,252,11.020000000000001,8
32752500,257,5.79,1
32752500,263,4.13,3
32754961,251,1.63,1
32754961,252,4.88,6
32756212,252,3.25,1
32756212,254,10.44,5
32756778,1,58.370000000000005,6
32756778,11,38.25,2
32756778,101,38.47,3
32756778,124,9.03,1
32756778,216,36.599999999999994,4
32756778,252,0.5,1
32756778,260,45.39,8
32756778,263,1.95,1
32756883,1,10.41,3
32756883,14,4.58,1
32756883,263,3.02,3
32757456,1,40.67999999999999,4
32757456,11,19.759999999999998,4
32757456,251,0.62,1
32757456,255,1.27,2
32757456,260,3.35,2
32757456,268,1.84,1
32757456,308,2.03,1
32757456,342,0.56,1
32758088,1,14.77,1
32758088,11,19.039999999999996,5
32758088,22,11.1,1
32758088,252,1.3199999999999998,2
32758088,308,2.6899999999999995,3
32758088,583,0.46,1
32758401,251,5.67,4
32758401,252,2.82,2
32758401,268,2.61,1
32758401,450,0.08,1
32758401,528,0.05,1
32758622,31,3.58,1
32758622,578,4.13,2
32759491,1,61.39,10
32759491,3,37.02,4
32759491,10,100.10000000000001,5
32759491,11,229.48,17
32759491,15,79.0,9
32759491,22,109.85,7
32759491,30,19.75,2
32759491,264,2.45,2
32759491,276,1.79,2
32759491,308,3.69,6
32763669,152,1.46,1
32763669,252,3.41,3
32763669,513,1.73,1
32763693,1,550.7,71
32763693,11,74.72,8
32763693,15,32.75,3
32763693,22,67.09,11
32763693,101,88.41,12
32763693,102,65.61,6
32763693,104,97.61000000000001,15
32763693,150,38.78,5
32763693,151,267.4,40
32763693,152,0.47,1
32763693,155,36.72,4
32763693,216,0.56,1
32763693,252,18.800000000000004,11
32763693,263,12.73,9
32763693,276,9.86,4
32763693,308,4.460000000000001,3
32763693,339,2.17,2
32772951,1,29.979999999999997,2
32772951,5,0.36,1
32772951,11,2.14,1
32772951,250,0.8,1
32772951,276,0.66,1
32772951,308,2.7600000000000002,4
32772951,513,32.26,3
32779549,1,116.28,12
32779549,4,0.67,1
32779549,5,2.5300000000000002,6
32779549,11,119.47999999999999,11
32779549,22,50.129999999999995,6
32779549,101,43.660000000000004,5
32779549,108,61.1,7
32779549,124,26.63,2
32779549,172,54.58,5
32779549,216,351.46999999999997,37
32779549,247,19.67,11
32779549,251,1.05,1
32779549,252,4.24,3
32779549,254,5.98,3
32779549,268,1.81,3
32779549,276,4.390000000000001,6
32779549,308,3.62,4
32779549,318,9.56,1
32779549,325,0.09,1
32779549,583,37.86,4
32789099,252,3.69,1
32789099,263,5.34,1
32790593,1,30.35,8
32790593,11,39.65,5
32790593,22,38.32,3
32790593,216,1.85,1
32790593,247,6.27,3
32790593,252,8.96,5
32790593,254,6.73,9
32790593,260,4.23,3
32790593,318,0.11,2
32790593,321,0.11,2
32791980,1,36.14,5
32791980,3,8.07,3
32791980,7,27.160000000000004,3
32791980,216,17.93,2
32791980,252,1.49,2
32791980,254,11.149999999999999,4
32791980,260,95.7,15
32791980,276,16.82,4
32791980,583,4.63,1
32791980,701,15.620000000000001,4
32792863,1,29.37,4
32792863,11,29.29,3
32792863,22,14.6,1
32792863,252,2.81,4
32792863,260,4.51,2
32792863,268,1.83,1
32794793,1,48.959999999999994,9
32794793,11,30.909999999999997,2
32794793,22,21.39,2
32794793,308,0.33,1
32794920,1,11.84,2
32794920,3,19.5,6
32794920,5,0.29,1
32794920,11,106.11000000000001,14
32794920,22,51.26,7
32794920,31,5.79,1
32794920,124,9.49,2
32794920,216,13.06,6
32794920,252,5.279999999999999,2
32794920,257,16.35,6
32794920,260,19.18,6
32794920,263,0.75,1
32794920,276,1.73,2
32794920,308,7.5200000000000005,3
32794920,583,3.25,1
32794920,664,5.81,1
32794939,3,0.77,1
32794939,5,1.68,1
32794939,11,61.900000000000006,5
32794939,15,25.03,3
32794939,22,20.67,2
32794939,31,5.95,1
32794939,101,19.79,2
32794939,216,63.78,8
32794939,252,7.0600000000000005,6
32794939,276,2.09,3
32794939,318,3.17,3
32794939,666,6.869999999999999,2
32795307,252,4.13,1
32795307,268,5.02,1
32795587,250,1.7599999999999998,2
32795587,251,1.34,1
32795587,252,1.1,1
32795587,276,0.04,1
32800572,252,5.25,1
32800572,260,5.17,2
32800637,2,3.0,2
32800637,22,8.98,6
32800637,254,10.030000000000001,3
32800637,310,1.21,1
32801404,263,0.4,1
32801404,268,0.89,2
32801404,592,3.74,3
32801404,593,1.29,2
32802052,1,7.49,3
32802052,11,8.79,5
32802052,15,6.57,2
32802052,308,2.82,1
32805094,251,2.36,3
32807011,251,0.37,2
32807011,255,0.52,1
32807011,270,1.09,1
32807011,287,1.18,1
32807011,450,0.11,2
32807011,509,1.32,1
32807011,526,1.13,1
32807011,539,0.09,2
32807011,543,0.04,1
32807208,7,29.28,4
32807208,216,83.55,14
32807208,252,6.6,4
32807208,260,89.04,13
32807208,263,0.69,2
32807208,268,3.06,3
32807208,308,5.76,5
32807208,701,34.14,2
32807372,1,27.879999999999995,5
32807372,11,39.44,6
32807372,216,87.09,12
32807372,252,34.76,11
32807372,255,15.82,3
32807372,260,60.829999999999984,9
32807372,263,8.97,2
32807372,707,33.07,1
32810977,247,100.41000000000001,18
32810977,254,84.06,13
32810977,318,154.54999999999998,35
32810977,580,89.11,8
32812716,324,2.21,1
32812740,1,16.9,1
32812740,11,30.71,6
32812740,31,2.12,1
32812740,117,9.18,3
32812740,151,11.38,1
32812740,251,2.38,4
32812740,267,1.5,1
32812740,308,0.45,1
32812740,583,0.14,1
32812740,707,0.58,1
32815871,251,4.21,1
32818595,1,235.44,10
32818595,10,78.92,6
32818595,11,87.63999999999999,10
32818595,15,71.62,4
32818595,22,68.89,11
32818595,276,7.66,8
32818595,308,15.040000000000001,8
32819591,4,39.84,7
32819591,15,115.16000000000001,16
32819591,216,459.1299999999999,75
32819591,257,1.27,1
32819591,271,4.27,2
32820158,3,7.41,1
32820158,216,49.239999999999995,7
32820158,263,9.07,2
32820743,7,2.4,1
32820743,252,1.48,2
32820743,260,2.04,1
32820786,247,2.21,1
32820786,250,2.49,1
32820786,252,0.3,1
32820786,264,3.08,1
32820883,268,3.35,2
32821669,530,3.55,7
32821669,532,0.26,1
32821944,1,5.91,2
32821944,11,21.95,3
32821944,22,12.31,2
32821944,252,1.58,1
32821944,264,0.39,1
32821944,276,4.05,4
32821944,308,6.04,1
32824153,210,2.41,2
32824153,251,0.3,1
32824153,267,2.2800000000000002,2
32825575,252,2.36,3
32825575,254,10.58,2
32825575,311,6.6,2
32825575,528,0.4,1
32825575,903,0.39,2
32830811,266,1.94,2
32830811,271,0.5700000000000001,2
32830811,276,6.26,7
32837271,252,6.489999999999999,3
32847625,252,1.07,1
32847625,257,1.5299999999999998,2
32847625,580,6.0600000000000005,3
32848974,247,2.7100000000000004,3
32852084,1,4.97,1
32852084,3,2.82,1
32852084,252,0.5700000000000001,2
32852084,254,3.32,3
32852084,260,11.0,3
32852084,321,0.23,1
32852084,587,4.6,1
32854869,151,31.57,4
32854869,210,0.42,2
32854869,216,10.65,1
32854869,252,1.58,1
32854869,260,4.04,2
32854869,263,2.43,1
32854869,701,1.13,1
32855113,252,1.0699999999999998,2
32855113,589,11.01,2
32855113,592,7.67,1
32856462,3,13.360000000000001,5
32856462,216,18.83,8
32856462,247,18.810000000000002,5
32856462,250,10.809999999999999,5
32856462,254,34.72,16
32856462,255,8.61,1
32856462,257,6.47,5
32856462,260,24.9,2
32856462,263,4.08,2
32856462,264,8.22,4
32856950,434,0.59,1
32856950,530,2.14,1
32856950,907,1.01,2
32857728,252,9.56,5
32857728,260,2.33,1
32858333,250,1.13,1
32858333,264,1.02,1
32858945,252,0.59,1
32858945,271,0.21,1
32858945,593,6.34,3
32860982,1,28.309999999999995,7
32860982,3,2.79,2
32860982,11,26.32,3
32860982,111,12.87,1
32860982,124,9.72,2
32860982,160,14.71,1
32860982,252,6.17,3
32860982,254,47.05,8
32860982,308,0.16,2
32860982,666,1.52,1
32860982,667,2.25,1
32860982,668,2.09,1
32864163,1,103.97,10
32864163,11,40.269999999999996,3
32864163,22,41.06999999999999,4
32864163,109,27.07,3
32864163,152,0.81,1
32864163,251,1.26,1
32864163,268,1.0,1
32864163,276,1.04,2
32864163,308,0.73,1
32864163,327,0.3,1
32864163,424,0.48,2
32864163,513,1.0,3
32864163,578,2.53,1
32864562,264,3.08,4
32864562,271,0.61,1
32864562,276,1.02,1
32864562,450,4.109999999999999,2
32864562,583,6.38,5
32867987,254,3.86,1
32867987,578,2.0,1
32869009,3,48.3,9
32869009,7,21.16,4
32869009,14,14.25,3
32869009,216,6.6,1
32869009,252,11.53,5
32869009,254,1.23,1
32869009,260,147.62,21
32869009,271,2.26,2
32869009,704,10.39,2
32869009,707,5.58,2
32874649,318,4.92,1
32875882,1,17.03,5
32875882,11,8.879999999999999,2
32875882,30,4.45,1
32875882,160,3.91,1
32875882,250,1.97,2
32876307,252,16.8,1
32876560,252,1.3,1
32876560,260,1.72,2
32876560,268,2.19,1
32878172,1,0.81,1
32878172,11,6.22,5
32878172,252,0.81,1
32878172,260,2.56,3
32882013,1,175.7,16
32882013,10,39.75,3
32882013,11,152.25,14
32882013,22,51.42999999999999,3
32882013,101,56.25,7
32882013,251,1.92,1
32882013,252,22.53,15
32882013,263,13.219999999999999,3
32882013,271,30.72,11
32882013,276,22.27,13
32882013,308,9.44,9
32882013,328,6.96,25
32882013,581,0.4,1
32882013,583,1.34,1
32882013,593,1.02,1
32882013,596,2.0300000000000002,2
32883958,1,5.18,2
32883958,251,2.6100000000000003,3
32883958,267,0.53,1
32883958,532,18.98,8
32885713,210,1.23,2
32885713,252,0.88,1
32885713,260,24.17,4
32885713,318,28.01,1
32885713,580,5.1,2
32885713,907,0.01,1
32892817,1,21.72,5
32892817,216,3.72,1
32892817,252,10.68,15
32892817,254,6.800000000000001,6
32892817,260,6.879999999999999,7
32892817,263,1.77,1
32892817,580,1.2999999999999998,3
32892817,583,10.66,2
32900143,252,2.22,3
32900143,254,7.58,2
32900143,276,0.59,1
32906206,213,2.9499999999999997,3
32906206,252,2.27,4
32906206,260,11.729999999999999,3
32908861,2,3.0,1
32908861,252,4.11,1
32908861,260,7.909999999999999,3
32909817,1,20.03,11
32909817,15,18.07,4
32909817,22,20.96,6
32909817,210,1.6,1
32909817,216,3.8,2
32909817,247,11.600000000000001,3
32909817,252,9.01,6
32909817,254,24.67,9
32909817,260,11.56,6
32909817,268,0.48,2
32909817,318,4.44,1
32913113,5,0.31,1
32913113,252,3.59,2
32913113,254,3.22,1
32913113,263,0.78,1
32913458,1,10.719999999999999,4
32913458,11,3.89,1
32917062,1,22.61,6
32917062,4,2.84,1
32917062,10,7.89,3
32917062,254,10.68,4
32917062,276,0.92,1
32922538,4,0.24,1
32922538,152,0.18,1
32922538,264,1.14,1
32922538,276,3.0700000000000003,3
32922538,401,5.39,8
32922899,3,11.79,4
32922899,11,35.58,4
32922899,216,273.34000000000003,35
32922899,252,14.03,6
32922899,254,25.84,2
32922899,257,12.620000000000001,2
32922899,260,83.72,10
32922899,263,59.31,4
32922899,271,0.81,1
32922899,703,8.280000000000001,2
32926363,252,3.78,2
32926363,260,2.39,2
32926533,14,2.33,2
32926533,15,1.92,1
32926533,310,4.86,1
32927041,252,2.82,2
32927041,260,2.21,1
32927041,578,3.01,1
32928269,1,10.86,3
32928269,214,3.0,1
32928269,251,7.57,3
32928269,260,3.8099999999999996,2
32928269,268,2.52,2
32928684,11,6.66,1
32928684,22,8.97,1
32928684,308,2.71,1
32928684,318,0.73,1
32928684,345,1.11,1
32928935,276,3.19,1
32929370,1,35.160000000000004,7
32929370,2,1.57,1
32929370,3,28.13,1
32929370,11,61.49,5
32929370,15,19.9,2
32929370,22,29.490000000000002,6
32929370,252,1.13,2
32929370,255,0.43,1
32929370,263,32.260000000000005,3
32929370,308,4.45,1
32938329,1,69.52,10
32938329,11,33.93,4
32938329,22,28.05,3
32938329,250,1.66,1
32938329,257,43.480000000000004,19
32938329,263,41.52,9
32938329,308,0.19,1
32940560,276,1.01,1
32940560,311,5.7,1
32940560,580,23.27,4
32940560,583,7.19,4
32940560,593,1.29,2
32940617,252,12.55,3
32940617,254,4.550000000000001,5
32940617,260,4.45,2
32940617,578,5.36,2
32943136,450,1.29,6
32950809,1,5.41,1
32950809,3,21.009999999999998,3
32950809,11,33.16,5
32950809,22,30.63,3
32950809,308,2.01,2
32950809,327,0.6,1
32950868,1,62.489999999999995,5
32950868,10,16.87,1
32950868,11,37.22,4
32950868,22,17.11,1
32950868,252,0.5,1
32950868,271,0.68,1
32950868,308,4.09,3
32950868,321,11.34,1
32950868,327,0.93,1
32953271,3,51.39,5
32953271,11,42.31,7
32953271,14,43.98,6
32953271,31,13.85,4
32953271,210,24.729999999999997,5
32953271,252,10.43,5
32953271,254,8.89,2
32953271,260,149.93,28
32953271,704,35.85,5
32954499,250,2.71,1
32954499,583,11.15,4
32958648,487,1.6099999999999999,7
32960200,252,16.54,5
32960200,254,0.7,1
32960200,271,0.03,1
32960200,318,1.49,2
32960200,907,1.44,3
32960421,3,3.95,1
32960421,250,0.87,1
32960421,252,3.51,3
32960421,261,3.28,1
32960421,268,2.95,2
32960421,587,5.2,2
32962831,252,4.78,3
32962831,587,5.15,2
32967701,216,2.84,2
32967701,276,1.45,2
32967701,324,1.8900000000000001,3
32967701,583,0.78,3
32967701,592,6.75,4
32967930,1,9.5,1
32967930,268,3.4299999999999997,3
32971598,251,2.1100000000000003,2
32972853,251,1.19,2
32972853,252,2.7199999999999998,2
32973892,252,5.68,5
32974430,216,77.11,5
32974430,252,6.67,4
32974430,260,66.19999999999999,6
32974430,702,31.48,2
32977243,1,85.47,16
32977243,11,62.92,11
32977243,101,38.49,2
32977243,276,2.21,2
32977243,327,0.35,1
32977243,339,4.45,1
32977820,250,0.94,1
32977820,252,2.02,2
32977820,593,1.13,1
32978479,31,6.109999999999999,2
32978479,263,0.47,1
32978479,268,2.1799999999999997,2
32978479,907,0.02,1
32978886,11,8.31,1
32978886,22,4.29,3
32978886,251,0.92,1
32978886,583,13.32,9
32983383,528,4.67,3
32983820,1,16.669999999999998,2
32983820,11,12.61,2
32983820,251,3.32,1
32986374,1,8.69,5
32986374,250,0.8200000000000001,2
32986374,263,0.14,1
32989187,1,94.95,12
32989187,10,36.099999999999994,7
32989187,11,25.87,3
32989187,22,39.87,8
32989187,31,24.01,4
32989187,101,50.17,7
32989187,251,1.88,2
32989187,252,3.9400000000000004,4
32989187,268,0.77,1
32989187,280,31.409999999999997,4
32989187,308,11.719999999999999,7
32989187,343,2.0300000000000002,5
32989187,592,7.59,8
32991505,1,44.85,7
32991505,11,17.85,2
32991505,15,4.3,5
32991505,31,13.7,1
32991505,210,6.38,1
32991505,252,7.449999999999999,5
32991505,260,15.63,4
32991505,264,1.64,1
32991505,308,2.06,1
32993060,1,3.09,1
32993060,250,2.55,2
32993060,267,1.65,1
32993745,1,28.970000000000002,3
32993745,11,31.9,2
32993745,30,22.07,2
32993745,108,15.78,1
32993745,160,59.55,8
32993745,250,0.56,1
32993745,308,9.379999999999999,15
32996892,1,11.68,3
32996892,2,8.09,1
32996892,3,25.93,7
32996892,7,36.99,5
32996892,15,34.540000000000006,8
32996892,31,29.51,4
32996892,216,31.86,3
32996892,252,2.64,4
32996892,260,130.54000000000002,28
32996892,276,13.459999999999997,5
32996892,519,2.68,1
32996892,580,0.3,1
32996892,583,0.42,1
32996892,907,0.14,2
32996906,1,17.6,6
32996906,22,7.640000000000001,2
32996906,30,2.49,1
32996906,252,2.72,1
32996906,254,7.41,2
32996906,260,1.15,3
32996906,264,8.74,4
32996906,318,0.1,1
32996906,339,2.57,2
32996906,707,2.44,1
32996906,709,0.38,1
32997767,1,90.1,11
32997767,7,20.08,1
32997767,11,109.60000000000001,10
32997767,15,23.15,2
32997767,22,13.6,1
32997767,310,0.31,1
32997767,345,0.34,1
33000022,1,39.81,7
33000022,11,21.509999999999998,3
33000022,14,22.189999999999998,3
33000022,22,14.94,1
33000022,31,36.14,5
33000022,32,25.75,6
33000022,56,22.85,2
33000022,101,47.51,5
33000022,120,14.75,2
33000022,250,32.42,19
33000022,254,8.86,3
33000022,907,0.38,1
33004990,252,3.7,3
33004990,260,4.41,1
33004990,450,0.29,1
33004990,537,1.99,6
33004990,539,1.13,3
33004990,543,0.01,1
33004990,544,0.29,1
33004990,907,0.08,1
33006012,10,12.2,3
33006012,11,28.64,7
33006012,22,10.719999999999999,2
33006012,276,2.5,2
33006012,308,1.23,3
33006012,327,1.03,2
33006187,251,13.7,2
33006187,252,13.47,5
33006187,276,11.8,5
33006187,583,203.98000000000002,32
33006780,252,10.219999999999999,5
33006780,263,0.79,1
33007876,1,73.9,14
33007876,11,131.61,14
33007876,101,36.01,4
33007876,108,31.39,4
33007876,276,8.379999999999999,6
33007876,308,8.790000000000001,13
33007876,310,2.83,3
33007876,327,1.2399999999999998,6
33007876,345,0.41,1
33007876,361,0.81,2
33009283,252,6.199999999999999,6
33009283,271,0.21000000000000002,2
33009895,1,11.76,3
33009895,11,13.46,2
33009895,263,0.35,1
33011849,250,0.47,1
33011849,587,3.1399999999999997,2
33012756,276,3.14,1
33014465,1,42.82,2
33014465,124,18.62,1
33014465,150,11.87,1
33014465,151,61.160000000000004,3
33020899,1,38.13,5
33020899,10,12.38,2
33020899,11,35.14,3
33020899,22,14.75,2
33020899,257,1.3599999999999999,2
33020899,263,18.349999999999998,4
33020899,345,0.3,2
33020899,434,0.41,1
33022654,1,39.239999999999995,6
33022654,11,62.6,5
33022654,22,29.189999999999998,2
33022654,30,25.450000000000003,2
33022654,111,21.85,2
33022654,124,10.06,1
33022654,252,0.79,2
33022654,276,0.89,2
33022654,327,1.1099999999999999,2
33023707,252,4.19,2
33024886,252,5.25,2
33024886,257,4.6,2
33026188,173,0.77,1
33026188,252,1.67,2
33026188,255,2.39,2
33026463,1,11.68,1
33026463,3,5.75,2
33026463,254,3.44,2
33026463,308,1.09,1
33026463,528,0.54,1
33026463,530,2.25,3
33029977,1,2.81,1
33029977,216,14.360000000000001,5
33029977,268,0.69,1
33029977,271,3.58,2
33029977,308,1.8199999999999998,3
33029977,311,5.25,2
33029977,580,5.1,2
33030916,11,12.41,4
33030916,216,8.24,1
33030916,247,13.950000000000001,6
33030916,254,7.85,2
33030916,263,0.81,1
33030916,276,6.9799999999999995,2
33036639,276,10.620000000000001,4
33037767,1,95.43,19
33037767,101,35.31,5
33037767,151,54.72,9
33037767,216,77.72,9
33037767,252,5.85,4
33037767,263,9.73,2
33037767,308,1.33,1
33037767,701,2.81,2
33039972,252,3.09,2
33039972,257,9.69,3
33039972,263,13.95,5
33039972,701,2.1900000000000004,2
33040059,252,2.08,1
33040059,268,1.93,1
33040059,701,2.83,1
33040393,1,84.5,6
33040393,3,10.02,3
33040393,30,35.24,4
33040393,31,16.48,1
33040393,254,7.99,4
33040393,260,11.81,5
33040393,701,2.95,1
33040911,250,2.2,1
33041772,260,2.09,1
33042647,247,0.56,2
33042647,250,3.3100000000000005,4
33042647,252,2.42,3
33042647,254,118.64,5
33042647,263,4.48,2
33042647,276,1.78,1
33042647,318,11.110000000000001,5
33042647,583,133.55,18
33044208,5,6.15,10
33044208,11,13.32,1
33044208,22,37.8,5
33044208,250,5.22,1
33044208,251,1.25,2
33044208,268,16.92,19
33044208,308,5.9399999999999995,4
33044208,587,20.13,10
33044208,701,2.16,6
33046359,1,103.73,14
33046359,5,2.96,8
33046359,11,148.1,23
33046359,22,85.67,5
33046359,101,31.97,4
33046359,108,31.82,6
33046359,124,22.700000000000003,2
33046359,247,2.02,2
33046359,254,3.3099999999999996,6
33046359,276,10.370000000000001,6
33046359,308,1.1,2
33046359,318,1.5,3
33046359,583,5.010000000000001,4
33048211,2,3.4,1
33048211,10,11.940000000000001,2
33048211,11,9.56,3
33048211,15,10.84,3
33048211,276,2.0,3
33048211,308,1.0,2
33048424,216,0.44,1
33048424,251,9.219999999999999,3
33049617,1,18.78,2
33049617,11,54.010000000000005,11
33049617,22,13.04,1
33049617,24,0.24,1
33049617,30,5.74,1
33049617,101,9.25,1
33049617,271,1.3900000000000001,2
33049617,276,1.27,3
33049617,308,4.08,4
33049617,578,2.16,1
33049617,583,0.82,1
33050364,10,24.409999999999997,2
33050364,11,145.2,16
33050364,22,55.489999999999995,5
33050364,264,27.93,9
33050364,271,1.38,5
33050364,276,2.8900000000000006,6
33050364,334,1.8200000000000003,20
33050364,338,1.97,3
33050364,339,10.120000000000001,8
33054300,266,6.73,2
33056036,252,0.5,1
33056036,260,1.25,1
33056036,587,4.5,1
33056036,592,0.5,1
33056036,593,1.08,1
33061285,1,76.55,10
33061285,3,33.07,2
33061285,11,67.88999999999999,8
33061285,15,27.41,3
33061285,22,6.8,1
33061285,31,18.82,3
33061285,251,6.09,5
33061285,252,1.48,1
33061285,308,3.92,2
33061285,701,2.29,2
33061498,251,31.34,3
33061498,254,6.75,2
33061498,580,18.75,5
33061528,1,5.34,1
33061528,11,25.36,2
33061528,31,18.74,1
33061528,255,12.110000000000001,3
33061528,308,3.5,1
33066716,1,10.8,1
33066716,22,3.65,2
33066716,152,0.26,1
33066716,513,0.11,1
33069340,247,2.15,2
33069340,250,4.63,1
33069340,254,8.29,8
33069340,276,8.97,7
33077149,1,13.45,2
33077149,11,4.6,2
33077149,15,6.94,1
33086210,250,0.4,1
33086210,252,0.5800000000000001,2
33086210,276,7.069999999999999,4
33086210,585,0.44,1
33086210,587,5.6,2
33087683,1,301.70000000000005,19
33087683,4,2.74,6
33087683,5,0.5,3
33087683,10,41.58,3
33087683,11,331.88,21
33087683,22,127.10000000000001,7
33087683,106,15.79,1
33087683,108,106.10999999999999,7
33087683,111,76.29,5
33087683,113,29.91,1
33087683,160,210.68,14
33087683,182,59.35,6
33087683,252,3.98,2
33087683,263,1.3900000000000001,2
33087683,276,0.4,1
33087683,308,7.74,11
33087683,327,2.2600000000000002,11
33087683,339,6.619999999999999,10
33087683,583,4.279999999999999,2
33087683,603,4.95,1
33088043,252,9.31,3
33088361,210,29.459999999999997,10
33088361,216,201.26,30
33088361,252,2.55,2
33088361,260,80.72999999999999,18
33088361,280,12.54,3
33088361,308,9.56,6
33088361,325,0.43,1
33088361,602,0.74,3
33091109,1,35.63,8
33091109,2,8.89,1
33091109,3,13.29,2
33091109,11,16.68,2
33091109,15,21.93,3
33091109,22,14.23,2
33091109,252,1.25,1
33091109,270,18.67,6
33091109,308,8.73,1
33094884,1,83.04,6
33094884,4,1.05,4
33094884,11,158.04999999999998,5
33094884,22,69.03,2
33094884,108,62.349999999999994,3
33094884,308,12.320000000000002,21
33094884,325,7.24,4
33094884,583,1.96,1
33097956,210,1.44,1
33097956,247,6.72,3
33097956,251,2.9299999999999997,6
33097956,268,4.0,2
33097956,318,3.36,2
33098553,1,63.410000000000004,8
33098553,3,18.91,3
33098553,10,11.08,1
33098553,11,126.18,16
33098553,15,22.94,3
33098553,264,1.64,1
33098553,276,9.190000000000001,9
33098553,308,5.2700000000000005,3
33098553,310,9.7,7
33098553,327,1.24,1
33101694,252,8.709999999999999,5
33102658,1,24.85,7
33102658,151,12.780000000000001,2
33102658,210,0.79,1
33102658,214,2.1,1
33102658,252,1.17,1
33102658,257,2.38,1
33102658,263,5.079999999999999,3
33102682,254,2.78,2
33102682,264,0.33,1
33102682,276,2.12,3
33102682,528,1.85,3
33102682,580,0.8,1
33102682,583,0.57,1
33103093,1,2.73,1
33103093,11,3.34,1
33103093,14,2.32,2
33103093,30,1.03,1
33103093,250,0.21,1
33103093,254,2.31,2
33103093,260,8.0,2
33103093,267,7.95,3
33103093,268,0.92,1
33104588,2,3.31,1
33104588,3,8.89,4
33104588,15,2.76,1
33104588,252,4.64,8
33104588,271,0.29,1
33104588,276,2.65,1
33107846,260,1.19,2
33107846,531,0.3,1
33108885,260,1.13,6
33108885,575,4.69,1
33109695,276,1.49,2
33110960,251,3.36,4
33110960,271,0.11,1
33110960,321,6.6,2
33110960,580,1.3,2
33114486,252,6.109999999999999,5
33115636,1,11.469999999999999,3
33115636,11,16.48,3
33115636,22,5.45,1
33115636,343,1.62,1
33116454,257,8.72,5
33116454,263,0.54,1
33117477,10,26.09,5
33117477,216,50.49,6
33117477,234,22.38,4
33117477,252,0.46,1
33117477,263,7.51,1
33117477,308,0.74,1
33117973,251,5.27,4
33118228,5,2.11,3
33118228,252,14.169999999999998,6
33118228,263,5.26,4
33118716,1,11.18,3
33118716,22,16.53,6
33118716,252,0.67,1
33118716,257,2.15,2
33118716,263,9.709999999999999,6
33118716,276,1.8699999999999999,2
33118716,308,4.380000000000001,8
33118716,521,1.38,1
33118716,530,0.31,1
33119127,252,8.629999999999999,4
33119127,263,8.87,4
33119127,310,2.2,2
33119127,578,8.67,6
33119127,583,7.83,3
33119127,587,21.03,4
33119127,593,6.36,3
33119216,264,2.27,1
33119216,276,10.51,6
33119216,583,11.54,6
33120923,252,2.74,1
33120923,260,2.83,1
33121679,1,2.29,3
33121679,14,0.47,1
33121679,172,1.38,1
33121679,234,0.88,1
33121679,260,5.039999999999999,6
33121679,270,1.27,2
33121679,318,2.0300000000000002,5
33121679,450,0.06,1
33121679,907,1.49,7
33121962,252,1.86,1
33121962,255,4.65,6
33123795,247,9.280000000000001,4
33123795,252,1.81,2
33123795,260,3.7299999999999995,2
33123795,318,1.73,2
33126204,251,9.73,5
33126204,907,2.36,3
33127308,1,43.42,2
33127308,10,21.47,2
33127308,11,34.94,2
33128207,263,4.4799999999999995,3
33128843,252,5.84,4
33128924,1,5.57,1
33128924,216,3.48,1
33128924,252,10.79,5
33128924,254,13.600000000000001,3
33128924,260,1.1,1
33130856,250,0.58,1
33130856,260,1.04,1
33130856,310,2.0,2
33130929,1,0.36,1
33130929,252,8.64,5
33130929,257,26.849999999999998,15
33130929,271,3.71,2
33144113,1,6.83,2
33144113,11,10.71,1
33144113,22,9.8,2
33144113,255,0.62,1
33154860,1,11.12,1
33154860,11,8.08,1
33154860,15,6.09,1
33154860,251,1.12,1
33154860,252,4.61,1
33154860,264,1.69,1
33154860,268,14.18,4
33154860,276,23.88,15
33154860,308,4.9,1
33154860,325,0.8,1
33154860,581,3.08,2
33154860,587,7.19,1
33159935,252,1.72,2
33159935,268,1.23,1
33159935,907,1.73,3
33164696,1,13.120000000000001,4
33164696,15,15.32,5
33164696,251,0.59,1
33164696,264,3.12,2
33164696,276,1.52,2
33164696,308,2.02,1
33164696,310,1.2,1
33166745,7,0.5,1
33166745,250,2.61,2
33166745,271,0.33999999999999997,4
33167849,252,2.55,1
33167849,267,1.94,1
33167849,268,1.49,1
33167849,580,0.69,2
33170343,276,2.25,1
33171285,1,5.83,2
33171285,2,5.93,1
33171285,252,7.220000000000001,3
33171285,270,3.5100000000000002,2
33171285,308,1.1099999999999999,2
33171285,327,0.13,1
33175574,11,6.19,1
33175574,14,5.14,1
33175574,152,0.32,1
33175574,251,1.19,1
33175574,276,1.17,1
33175574,310,0.03,1
33175574,513,0.47,1
33175922,250,0.4,1
33175922,257,4.87,7
33175922,276,1.08,1
33176287,263,5.58,4
33178956,252,3.92,3
33178956,318,10.27,1
33180810,1,43.900000000000006,6
33180810,5,0.73,1
33180810,11,83.14999999999999,4
33180810,22,110.03999999999999,7
33180810,251,2.23,1
33180810,252,1.57,2
33180810,263,5.86,3
33180810,308,4.4,4
33180810,580,6.97,1
33180993,216,18.57,3
33180993,260,7.61,1
33182686,31,25.42,1
