OriginalPesticideRowID,companyname,companyregistrationnumber,streetname,streetbuildingidentifier,flooridentifier,postcodeidentifier,city,acreagesize,acreageunit,name,code,pesticidename,pesticideregistrationnumber,dosagequantity,dosageunit,nopesticides
167304,,29183015,Gårdkrogsvej,10,nan,6780,Skærbæk,0.72,2,Vårbyg,1,,64-82,0.3,4,0
167305,,29183015,Gårdkrogsvej,10,nan,6780,Skærbæk,6.9,2,Silomajs,216,,18-442,0.69,2,0
167306,,29183015,Gårdkrogsvej,10,nan,6780,Skærbæk,6.9,2,Silomajs,216,,11-72,0.0386,2,0
167307,,29183295,Grønvej,93,nan,5260,Odense S,2.5,2,Spinatfrø,124,,18-528,8.2,4,0
167308,,29183295,Grønvej,93,nan,5260,Odense S,0.3,2,Spinatfrø,124,,352-5,0.042,2,0
167309,,29183295,Grønvej,93,nan,5260,Odense S,2.5,2,Spinatfrø,124,,501-60,5.0,4,0
167310,,29183295,Grønvej,93,nan,5260,Odense S,2.5,2,Spinatfrø,124,,396-77,0.625,2,0
167311,,29183295,Grønvej,93,nan,5260,Odense S,2.0,2,Spinatfrø,124,,632-2,1.0,4,0
167312,,29184542,Esbjergvej,44,nan,6000,Kolding,,,nan,,,nan,,,1
167382,,29188645,Tinghøj Alle,2,nan,5750,Ringe,1.25,2,Øvrige afgrøder,900,,18-669,2.5,4,0
167387,,29202346,Additvej,15,nan,8740,Brædstrup,,,nan,,,nan,,,1
167388,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,738-3,0.31,4,0
167389,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,784-1,2.052,2,0
167390,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,1-192,1.961,4,0
167391,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,1038-1,0.013,2,0
167392,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,558-7,15.825,2,0
167393,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,561-3,0.392,2,0
167394,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,526-14,16.494,4,0
167395,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,677-1,4.086,2,0
167396,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,64-51,0.944,4,0
167397,,29208565,Viborgvej,717,nan,8471,Sabro,0.25,2,Potteplanter,545,,738-2,2.11,2,0
167398,,29212465,Vejenbrødvej,25,nan,2980,Kokkedal,2.6,2,"Planteskolekulturer, vedplanter, til videresalg",497,,352-5,0.042,2,0
167399,,29212465,Vejenbrødvej,25,nan,2980,Kokkedal,1.9,2,"Planteskolekulturer, vedplanter, til videresalg",497,,19-92,0.01,2,0
167400,,29212465,Vejenbrødvej,25,nan,2980,Kokkedal,4.4,2,"Planteskolekulturer, vedplanter, til videresalg",497,,357-15,4.1,4,0
167401,,29212465,Vejenbrødvej,25,nan,2980,Kokkedal,1.5,2,"Planteskolekulturer, vedplanter, til videresalg",497,,396-26,0.34,4,0
167402,,29212465,Vejenbrødvej,25,nan,2980,Kokkedal,4.4,2,"Planteskolekulturer, vedplanter, til videresalg",497,,347-5,1.23,4,0
167403,,29213852,Larsskovgyden,19,nan,5270,Odense N,,,nan,,,nan,,,1
167505,,29229368,Siversletvej,1,nan,9352,Dybvad,,,nan,,,nan,,,1
167718,,29238111,Helsingevej,20,nan,4281,Gørlev,,,nan,,,nan,,,1
168130,,29267847,Gl. Skolevej,21,nan,7800,Skive,0.015,2,Potteplanter,545,,18-549,0.011,4,0
168706,,29304823,Højbjergvej,28,nan,7620,Lemvig,,,nan,,,nan,,,1
168766,,29320527,Sandvadvej,24,nan,8765,Klovborg,26.4,2,Juletræer og pyntegrønt,583,,561-3,6.6,2,0
168767,,29320527,Sandvadvej,24,nan,8765,Klovborg,13.5,2,Juletræer og pyntegrønt,583,,526-21,8.5,4,0
168768,,29320527,Sandvadvej,24,nan,8765,Klovborg,14.0,2,Juletræer og pyntegrønt,583,,18-484,2.1,2,0
168769,,29320527,Sandvadvej,24,nan,8765,Klovborg,55.0,2,Juletræer og pyntegrønt,583,,1-252,21.0,2,0
168770,,29320527,Sandvadvej,24,nan,8765,Klovborg,105.0,2,Juletræer og pyntegrønt,583,,48-16,120.0,4,0
168819,,29331561,Rosted Skovvej,12,nan,4200,Slagelse,1.0,2,Juletræer og pyntegrønt,583,,19-34,4.0,2,0
168820,,29331561,Rosted Skovvej,12,nan,4200,Slagelse,5.7,2,Juletræer og pyntegrønt,583,,396-26,2.28,4,0
168821,,29331561,Rosted Skovvej,12,nan,4200,Slagelse,1.0,2,Juletræer og pyntegrønt,583,,561-3,0.25,2,0
168822,,29331561,Rosted Skovvej,12,nan,4200,Slagelse,10.0,2,Juletræer og pyntegrønt,583,,48-1,25.0,4,0
168823,,29331561,Rosted Skovvej,12,nan,4200,Slagelse,10.0,2,Juletræer og pyntegrønt,583,,49-68,2.0,4,0
169564,,29361231,Haderslevvej,477,nan,6230,Rødekro,,,nan,,,nan,,,1
169650,,29369313,Højrisvej,17,nan,9240,Nibe,,,nan,,,nan,,,1
170216,,29456623,Gillebakken,52,nan,8830,Tjele,17.16,2,Juletræer og pyntegrønt,583,,347-5,9.352,4,0
170217,,29456623,Gillebakken,52,nan,8830,Tjele,17.16,2,Juletræer og pyntegrønt,583,,48-16,42.85,4,0
170218,,29456623,Gillebakken,52,nan,8830,Tjele,17.16,2,Juletræer og pyntegrønt,583,,396-26,6.856,4,0
170769,,29549028,Sugebækvej,7,nan,8653,Them,53.61,2,Juletræer og pyntegrønt,583,,396-82,2.44,4,0
170770,,29549028,Sugebækvej,7,nan,8653,Them,53.61,2,Juletræer og pyntegrønt,583,,48-43,14.28,4,0
170771,,29549028,Sugebækvej,7,nan,8653,Them,53.61,2,Juletræer og pyntegrønt,583,,396-12,4.34,4,0
170772,,29549028,Sugebækvej,7,nan,8653,Them,53.61,2,Juletræer og pyntegrønt,583,,48-16,66.46,4,0
170773,,29549028,Sugebækvej,7,nan,8653,Them,53.61,2,Juletræer og pyntegrønt,583,,526-21,5.87,4,0
171201,,29597871,Giesegårdvej,72,nan,4100,Ringsted,,,nan,,,nan,,,1
171239,,29625654,Baldersvej,17,nan,7000,Fredericia,,,nan,,,nan,,,1
171397,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,64-39,10.0,4,0
171398,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,706-1,5.0,4,0
171399,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,18-669,60.0,4,0
171400,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,396-77,2.0,2,0
171401,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,19-92,0.5,4,0
171402,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,18-665,5.0,4,0
171403,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,19-220,5.0,4,0
171404,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,18-484,0.375,2,0
171405,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,561-3,3.0,2,0
171406,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,347-7,10.0,4,0
171407,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,18-549,2.0,4,0
171408,,29634017,Gammel Hastrupvej,1,nan,4600,Køge,3.0,2,Øvrige afgrøder,900,,357-15,60.0,4,0
171553,,29652066,Borbjerg Byvej,8,nan,7500,Holstebro,,,nan,,,nan,,,1
171966,,29693978,Lille Lyngbyvej,35B,nan,3320,Skævinge,0.1,2,Krydderurter (undtagen persille og purløg),432,,1-168,0.03,2,0
171967,,29693978,Lille Lyngbyvej,35B,nan,3320,Skævinge,0.45,2,Krydderurter (undtagen persille og purløg),432,,526-13,0.075,2,0
171968,,29693978,Lille Lyngbyvej,35B,nan,3320,Skævinge,0.2,2,Krydderurter (undtagen persille og purløg),432,,364-67,2.0,4,0
171969,,29693978,Lille Lyngbyvej,35B,nan,3320,Skævinge,0.4,2,Krydderurter (undtagen persille og purløg),432,,738-3,0.4,4,0
172604,,29826498,Fløevej,14,nan,9530,Støvring,25.57,2,Juletræer og pyntegrønt,583,,347-5,16.96,4,0
172605,,29826498,Fløevej,14,nan,9530,Støvring,25.57,2,Juletræer og pyntegrønt,583,,48-16,74.1,4,0
172926,,29894353,Ibskervej,35,nan,3740,Svaneke,,,nan,,,nan,,,1
173109,,29931453,Stoholmvej,32,nan,7840,Højslev,,,nan,,,nan,,,1
173482,,30041879,Aborgvej,47,nan,5610,Assens,,,nan,,,nan,,,1
173732,,30093887,Enghavevej,34,nan,7361,Ejstrupholm,,,nan,,,nan,,,1
174550,,30145674,Industrivænget,22,nan,3400,Hillerød,,,nan,,,nan,,,1
175397,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,5.8,2,Vårbyg,1,,64-82,0.696,4,0
175398,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,5.8,2,Vårbyg,1,,19-184,1.16,4,0
175399,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,1-211,15.668,4,0
175400,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,347-57,4.178,4,0
175401,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,5.8,2,Vårbyg,1,,18-414,0.871,4,0
175402,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,18-564,10.445,4,0
175403,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,64-100,0.522,2,0
175404,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,18-631,10.445,4,0
175405,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,18-597,4.178,4,0
175406,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,18-432,16.712,4,0
175407,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,5.8,2,Vårbyg,1,,18-416,0.29,4,0
175408,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,19-240,10.445,4,0
175409,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,5.8,2,Vårbyg,1,,18-597,1.16,4,0
175410,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,19-22,10.445,4,0
175411,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,5.8,2,Vårbyg,1,,18-432,3.48,4,0
175412,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,20.89,2,Vinterhvede,11,,64-82,3.133,4,0
175413,,30232550,Lykkebjergvej,8,nan,4550,Asnæs,5.8,2,Vårbyg,1,,64-88,1.74,4,0
175421,,30236319,Kirstinebjergvej,33,nan,5792,Årslev,14.54,2,Potteplanter,545,,18-549,12.0,4,0
175422,,30236319,Kirstinebjergvej,33,nan,5792,Årslev,3.27,2,Lukket system,499,,558-7,117.0,2,0
175423,,30236319,Kirstinebjergvej,33,nan,5792,Årslev,3.27,2,Lukket system,499,,544-6,10.0,2,0
175424,,30236319,Kirstinebjergvej,33,nan,5792,Årslev,8.57,2,Potteplanter,545,,738-3,4.0,4,0
175425,,30236319,Kirstinebjergvej,33,nan,5792,Årslev,14.54,2,Potteplanter,545,,558-5,1.0,4,0
175426,,30236319,Kirstinebjergvej,33,nan,5792,Årslev,14.54,2,Potteplanter,545,,364-59,80.0,2,0
175427,,30236319,Kirstinebjergvej,33,nan,5792,Årslev,5.97,2,Øvrige afgrøder,900,,357-4,40.0,4,0
175428,,30236319,Kirstinebjergvej,33,nan,5792,Årslev,3.27,2,Lukket system,499,,64-51,15.0,4,0
175429,,30236319,Kirstinebjergvej,33,nan,5792,Årslev,14.54,2,Potteplanter,545,,561-6,5.0,4,0
175913,,30274938,Tørresøvej,53,nan,5450,Otterup,22.99,2,Juletræer og pyntegrønt,583,,347-7,20.0,4,0
175914,,30274938,Tørresøvej,53,nan,5450,Otterup,22.99,2,Juletræer og pyntegrønt,583,,396-82,5.0,4,0
175915,,30274938,Tørresøvej,53,nan,5450,Otterup,22.99,2,Juletræer og pyntegrønt,583,,756-7,60.0,4,0
175916,,30274938,Tørresøvej,53,nan,5450,Otterup,22.99,2,Juletræer og pyntegrønt,583,,1067-3,1.0,4,0
176208,,30297563,Lundgårdsvej,15,nan,9700,Brønderslev,,,nan,,,nan,,,1
176351,,30308662,Kollemortenvej,4,nan,7173,Vonge,23.9,2,Juletræer og pyntegrønt,583,,347-35,0.3485,2,0
176352,,30308662,Kollemortenvej,4,nan,7173,Vonge,23.9,2,Juletræer og pyntegrønt,583,,18-671,23.41,2,0
176353,,30308662,Kollemortenvej,4,nan,7173,Vonge,23.9,2,Juletræer og pyntegrønt,583,,396-26,1.155,4,0
176354,,30308662,Kollemortenvej,4,nan,7173,Vonge,23.9,2,Juletræer og pyntegrønt,583,,18-514,5.5752,4,0
176355,,30308662,Kollemortenvej,4,nan,7173,Vonge,23.9,2,Juletræer og pyntegrønt,583,,1-252,3.309,2,0
176403,,30311647,Axeltorv,2,nan,1609,København V,,,nan,,,nan,,,1
176504,,30318714,Hedevej,3,nan,8660,Skanderborg,46.64,2,Juletræer og pyntegrønt,583,,48-16,90.35,4,0
176505,,30318714,Hedevej,3,nan,8660,Skanderborg,46.64,2,Juletræer og pyntegrønt,583,,396-82,6.026,4,0
176506,,30320786,Smørkrogen,19,nan,9700,Brønderslev,,,nan,,,nan,,,1
176849,,30336011,Geddalvej,51,nan,7830,Vinderup,,,nan,,,nan,,,1
177644,,30394364,Houvej,142,nan,9370,Hals,,,nan,,,nan,,,1
177692,,30400992,Vibevej,10B,nan,8641,Sorring,,,nan,,,nan,,,1
178437,,30496647,Klintevej,300,nan,4791,Borre,,,nan,,,nan,,,1
178496,,30514041,Hørsholm Kongevej,11B,nan,2970,Hørsholm,,,nan,,,nan,,,1
178540,,30528395,Ryttergrøftsvejen,301,nan,7080,Børkop,0.04,2,Potteplanter,545,,352-5,0.003,2,0
178797,,30556127,Snubbekorsvej,20D,nan,2630,Taastrup,0.14,2,"Planteskolekulturer, vedplanter, til videresalg",497,,361-1,1.4e-06,4,0
178798,,30556127,Snubbekorsvej,20D,nan,2630,Taastrup,0.305,2,"Planteskolekulturer, vedplanter, til videresalg",497,,18-549,3.0375e-05,4,0
178859,,30594886,Høglundvej,4,nan,7270,Stakroge,395.5,2,Juletræer og pyntegrønt,583,,396-53,84.519,4,0
178860,,30594886,Høglundvej,4,nan,7270,Stakroge,395.5,2,Juletræer og pyntegrønt,583,,396-12,17.505,4,0
178861,,30594886,Høglundvej,4,nan,7270,Stakroge,395.5,2,Juletræer og pyntegrønt,583,,18-669,845.655,4,0
178862,,30594886,Høglundvej,4,nan,7270,Stakroge,395.5,2,Juletræer og pyntegrønt,583,,347-7,88.783,4,0
178863,,30594886,Høglundvej,4,nan,7270,Stakroge,395.5,2,Juletræer og pyntegrønt,583,,526-21,16.0,4,0
178864,,30594886,Høglundvej,4,nan,7270,Stakroge,395.5,2,Juletræer og pyntegrønt,583,,18-484,1.902,2,0
178865,,30594886,Høglundvej,4,nan,7270,Stakroge,395.5,2,Juletræer og pyntegrønt,583,,1067-3,3.0,4,0
179123,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,9.6,2,Vinterraps,22,,396-77,3.36,2,0
179124,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,9.6,2,Vinterraps,22,,396-82,1.92,4,0
179125,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,9.6,2,Vinterraps,22,,18-597,3.36,4,0
179126,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,8.91,2,Vårbyg,1,,347-36,0.058,2,0
179127,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,8.91,2,Vårbyg,1,,18-473,0.768,4,0
179128,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,8.91,2,Vårbyg,1,,19-184,0.768,4,0
179129,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,9.6,2,Vinterraps,22,,396-12,4.8,4,0
179130,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,8.91,2,Vårbyg,1,,18-416,0.384,4,0
179131,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,9.6,2,Vinterraps,22,,347-57,3.36,4,0
179132,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,8.91,2,Vårbyg,1,,64-82,1.229,4,0
179133,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,8.91,2,Vårbyg,1,,396-77,1.536,2,0
179134,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,9.6,2,Vinterraps,22,,64-72,7.68,4,0
179135,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,8.91,2,Vårbyg,1,,756-2,23.04,4,0
179136,,30624076,Nordmarksvej,12,nan,2680,Solrød Strand,9.6,2,Vinterraps,22,,64-91,3.84,4,0
179684,,30668618,Bakstolvej,4,nan,6630,Rødding,,,nan,,,nan,,,1
179796,,30704045,Nørbjergvej,10,nan,7100,Vejle,15.19,2,Juletræer og pyntegrønt,583,,357-4,17.5429,4,0
179797,,30704045,Nørbjergvej,10,nan,7100,Vejle,15.19,2,Juletræer og pyntegrønt,583,,561-3,1000.0,2,0
179798,,30704045,Nørbjergvej,10,nan,7100,Vejle,15.19,2,Juletræer og pyntegrønt,583,,347-38,0.6,4,0
179949,,30719131,Rådhusstræde,2,nan,6240,Løgumkloster,,,nan,,,nan,,,1
179962,,30732006,Neversvej,61,nan,5690,Tommerup,38.9,2,Juletræer og pyntegrønt,583,,1-252,3.6,2,0
179963,,30732006,Neversvej,61,nan,5690,Tommerup,38.9,2,Juletræer og pyntegrønt,583,,18-669,3.0,4,0
179964,,30732006,Neversvej,61,nan,5690,Tommerup,38.9,2,Juletræer og pyntegrønt,583,,396-53,28.4,4,0
180302,,30782712,Slemmingvej,14,nan,8500,Grenaa,,,nan,,,nan,,,1
180368,,30793064,Ryhule,21,nan,8740,Brædstrup,,,nan,,,nan,,,1
180539,,30837622,Bjergvej,6,nan,6240,Løgumkloster,93.49,2,Juletræer og pyntegrønt,583,,48-16,32.3,4,0
180540,,30837622,Bjergvej,6,nan,6240,Løgumkloster,93.49,2,Juletræer og pyntegrønt,583,,561-3,3.0,2,0
180541,,30839943,Nykirkevej,6,nan,7173,Vonge,,,nan,,,nan,,,1
181751,,31098556,Vorbassevej,17,nan,6622,Bække,,,nan,,,nan,,,1
181871,,31108705,Jersildvej,13,nan,7490,Aulum,,,nan,,,nan,,,1
181925,,31111595,Nissumvej,26,nan,7870,Roslev,,,nan,,,nan,,,1
181936,,31115450,Tandrupvej,2,nan,8462,Harlev J,,,nan,,,nan,,,1
181946,,31117291,Holemarken,24,nan,5450,Otterup,158.97,2,Rødsvingelfrø,108,,18-569,3.439,4,0
181947,,31117291,Holemarken,24,nan,5450,Otterup,622.64,2,Vinterhvede,11,,1-211,843.195,4,0
181948,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,64-91,207.832,4,0
181949,,31117291,Holemarken,24,nan,5450,Otterup,77.81,2,Vinterbyg,10,,1-211,116.715,4,0
181950,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,421-2,56.554,4,0
181951,,31117291,Holemarken,24,nan,5450,Otterup,622.64,2,Vinterhvede,11,,756-2,158.198,4,0
181952,,31117291,Holemarken,24,nan,5450,Otterup,622.64,2,Vinterhvede,11,,396-77,53.151,2,0
181953,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,19-93,321.48,4,0
181954,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,19-207,36.198,4,0
181955,,31117291,Holemarken,24,nan,5450,Otterup,68.26,2,Fodersukkerroer,280,,48-47,78.0,2,0
181956,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,364-59,448.32,2,0
181957,,31117291,Holemarken,24,nan,5450,Otterup,622.64,2,Vinterhvede,11,,18-631,266.972,4,0
181958,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,347-25,4.926,2,0
181959,,31117291,Holemarken,24,nan,5450,Otterup,311.24,2,Vårbyg,1,,48-47,249.56,2,0
181960,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,396-12,99.589,4,0
181961,,31117291,Holemarken,24,nan,5450,Otterup,622.64,2,Vinterhvede,11,,48-47,641.18,2,0
181962,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,48-47,527.928,2,0
181963,,31117291,Holemarken,24,nan,5450,Otterup,45.95,2,"Svingelfrø, strand-",111,,396-12,5.514,4,0
181964,,31117291,Holemarken,24,nan,5450,Otterup,622.64,2,Vinterhvede,11,,18-505,10.99,4,0
181965,,31117291,Holemarken,24,nan,5450,Otterup,158.97,2,Rødsvingelfrø,108,,396-26,3.439,4,0
181966,,31117291,Holemarken,24,nan,5450,Otterup,158.97,2,Rødsvingelfrø,108,,18-631,39.004,4,0
181967,,31117291,Holemarken,24,nan,5450,Otterup,158.97,2,Rødsvingelfrø,108,,396-12,20.634,4,0
181968,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,64-72,119.3,4,0
181969,,31117291,Holemarken,24,nan,5450,Otterup,422.95,2,Vinterraps,22,,396-77,149.206,2,0
182681,,31159857,Havneøen,1,nan,7100,Vejle,,,nan,,,nan,,,1
182700,,31170354,Bindekildevej,36,nan,5250,Odense SV,0.9,2,Potteplanter,545,,1-192,0.9,4,0
182701,,31170354,Bindekildevej,36,nan,5250,Odense SV,4.085,2,Potteplanter,545,,352-5,0.5719,2,0
182702,,31170354,Bindekildevej,36,nan,5250,Odense SV,0.0313,2,Potteplanter,545,,18-544,0.939,4,0
182703,,31170354,Bindekildevej,36,nan,5250,Odense SV,1.5,2,Potteplanter,545,,18-549,1.125,4,0
182704,,31170354,Bindekildevej,36,nan,5250,Odense SV,0.008,2,Potteplanter,545,,526-3,0.35,4,0
182705,,31170354,Bindekildevej,36,nan,5250,Odense SV,3.435,2,Potteplanter,545,,643-1,8.58,4,0
183311,,31230136,Skovageren,3,nan,8752,Østbirk,6.23,2,Juletræer og pyntegrønt,583,,396-82,2.046,4,0
183312,,31230136,Skovageren,3,nan,8752,Østbirk,2.0,2,Juletræer og pyntegrønt,583,,424-18,80.0,4,0
183313,,31230136,Skovageren,3,nan,8752,Østbirk,2.77,2,Juletræer og pyntegrønt,583,,396-53,5.54,4,0
183314,,31230136,Skovageren,3,nan,8752,Østbirk,4.0,2,Juletræer og pyntegrønt,583,,526-21,0.45,4,0
183315,,31230136,Skovageren,3,nan,8752,Østbirk,2.77,2,Juletræer og pyntegrønt,583,,48-16,6.9804,4,0
183316,,31230136,Skovageren,3,nan,8752,Østbirk,2.23,2,Juletræer og pyntegrønt,583,,1-252,0.892,2,0
183478,,31247713,Grimmeshavevej,24,nan,9800,Hjørring,,,nan,,,nan,,,1
184162,,31358000,Ny Stenderupvej,31,nan,5672,Broby,8.73,2,Juletræer og pyntegrønt,583,,48-16,13.095,4,0
184889,,31501245,Sandelsvej,66,nan,9440,Aabybro,23.61,2,"Kartofler, spise- (pakkeri, vejsalg)",152,,64-128,7.083,4,0
184890,,31501245,Sandelsvej,66,nan,9440,Aabybro,23.61,2,"Kartofler, spise- (pakkeri, vejsalg)",152,,727-2,47.22,4,0
184891,,31501245,Sandelsvej,66,nan,9440,Aabybro,23.61,2,"Kartofler, spise- (pakkeri, vejsalg)",152,,64-134,23.61,2,0
184892,,31501245,Sandelsvej,66,nan,9440,Aabybro,23.61,2,"Kartofler, spise- (pakkeri, vejsalg)",152,,352-13,66.108,4,0
185224,,31525020,Tingstedvej,24,nan,8850,Bjerringbro,17.5,2,Skovdrift med fjernelse af ved,581,,1-252,0.6,2,0
185411,,31546656,Mosegyden,9,nan,5250,Odense SV,9.59,2,Juletræer og pyntegrønt,583,,48-16,11.02,4,0
185412,,31546656,Mosegyden,9,nan,5250,Odense SV,9.59,2,Juletræer og pyntegrønt,583,,526-21,0.75,4,0
185413,,31560705,Fjelstedvej,5,nan,9550,Mariager,,,nan,,,nan,,,1
185669,,31627192,Vejlevej,2,nan,5260,Odense S,0.84,2,Potteplanter,545,,643-1,2.52,4,0
186105,,31728614,Jens Holms Vej,10,nan,6510,Gram,22.47,2,Juletræer og pyntegrønt,583,,756-7,15.76,4,0
186106,,31728614,Jens Holms Vej,10,nan,6510,Gram,22.47,2,Juletræer og pyntegrønt,583,,1-252,2.564,2,0
186107,,31728614,Jens Holms Vej,10,nan,6510,Gram,22.47,2,Juletræer og pyntegrønt,583,,347-7,1.33,4,0
186108,,31728614,Jens Holms Vej,10,nan,6510,Gram,22.47,2,Juletræer og pyntegrønt,583,,48-16,33.865,4,0
186230,,31763711,Parkallé,57,nan,6880,Tarm,2.2,2,Anden skovdrift,580,,48-16,1.0,4,0
186231,,31763711,Parkallé,57,nan,6880,Tarm,2.2,2,Anden skovdrift,580,,1-252,1.76,2,0
186232,,31763711,Parkallé,57,nan,6880,Tarm,2.0,2,Juletræer og pyntegrønt,583,,347-5,0.875,4,0
186233,,31763711,Parkallé,57,nan,6880,Tarm,2.0,2,Juletræer og pyntegrønt,583,,48-16,1.75,4,0
186588,,31820995,Roagervej,212,nan,6760,Ribe,,,nan,,,nan,,,1
186636,,31822157,Holmhuse,22,nan,7860,Spøttrup,,,nan,,,nan,,,1
186637,,31822319,Lundholmvej,16,nan,9900,Frederikshavn,1.9,2,Anden skovdrift,580,,1-252,1.52,2,0
187708,,31929458,Ovnsbjergvej,5,nan,4700,Næstved,,,nan,,,nan,,,1
189117,,32027652,Tværtoften,7,nan,5871,Frørup,6.87,2,Skovdrift med fjernelse af ved,581,,706-1,5.0,4,0
189118,,32027652,Tværtoften,7,nan,5871,Frørup,6.87,2,Skovdrift med fjernelse af ved,581,,48-16,20.0,4,0
189368,,32071228,Porskærvej,27,nan,8420,Knebel,,,nan,,,nan,,,1
189408,,32082432,Engvej,12,nan,5464,Brenderup Fyn,3.69,2,Potteplanter,545,,561-6,0.24,4,0
189409,,32082432,Engvej,12,nan,5464,Brenderup Fyn,28.45,2,Containerplads,564,,352-13,0.61,4,0
189410,,32082432,Engvej,12,nan,5464,Brenderup Fyn,3.69,2,Potteplanter,545,,1-195,0.3,4,0
189411,,32082432,Engvej,12,nan,5464,Brenderup Fyn,28.45,2,Containerplads,564,,632-5,1.5,4,0
189412,,32082432,Engvej,12,nan,5464,Brenderup Fyn,3.69,2,Potteplanter,545,,19-207,3.06,4,0
189413,,32082432,Engvej,12,nan,5464,Brenderup Fyn,3.69,2,Potteplanter,545,,19-201,0.35,4,0
189414,,32082432,Engvej,12,nan,5464,Brenderup Fyn,28.45,2,Containerplads,564,,18-581,6.12,4,0
189415,,32082432,Engvej,12,nan,5464,Brenderup Fyn,3.69,2,Potteplanter,545,,18-544,15.02,4,0
189416,,32082432,Engvej,12,nan,5464,Brenderup Fyn,3.69,2,Potteplanter,545,,561-3,2.75,2,0
