CVR,CropCode,TotalSumPesticideApplicationArea,PesticideApplicationCount,DistinctAcreageValuesCount,MaxPesticideApplicationArea
34455589,1,2017.2599999999998,9,1,224.14
34455589,11,1557.64,7,1,222.52
34455589,21,36.52,4,1,9.13
34455589,22,2330.8800000000006,8,1,291.36
34455589,31,245.62,2,1,122.81
34455589,968,635.8,4,1,158.95
34455651,1,4642.200000000002,10,1,464.22
34455651,11,3619.2,12,1,301.6
34455651,15,510.79999999999995,10,1,51.08
34455651,22,1141.92,8,1,142.74
34455651,31,58.5,2,1,29.25
34455651,101,421.96000000000004,7,1,60.28
34455651,308,21.78,1,1,21.78
34456151,1,4819.9800000000005,11,1,438.18
34456151,11,1597.2,10,1,159.72
34456151,22,1729.3000000000002,10,1,172.93
34456151,101,880.5,5,1,176.1
34456151,102,122.0,4,1,30.5
34456151,968,178.39,1,1,178.39
34458413,1,4192.92,12,1,349.41
34458413,11,5317.650000000001,13,1,409.05
34458413,15,849.0900000000001,11,1,77.19
34458413,22,1401.4,7,1,200.2
34458413,101,190.8,6,1,31.8
34458413,112,1123.56,9,1,124.84
34458413,160,552.5999999999999,9,1,61.4
34458413,216,373.26,2,1,186.63
34459053,1,64.68,4,1,16.17
34459053,280,18.84,4,1,4.71
34459053,583,333.64,2,1,166.82
34462445,1,343.62,6,1,57.27
34462445,10,297.99,9,1,33.11
34462445,11,1529.2500000000002,15,1,101.95
34462445,15,247.20000000000002,6,1,41.2
34462445,22,500.9,10,1,50.09
34466653,1,883.44,12,1,73.62
34466653,11,2992.8000000000006,16,1,187.05
34466653,22,623.28,6,1,103.88
34466653,30,128.52,6,1,21.42
34471614,1,153.9,5,1,30.78
34471614,3,14.49,3,1,4.83
34471614,11,208.32000000000002,7,1,29.76
34479542,1,1715.78,11,1,155.98
34479542,2,26.960000000000004,8,1,3.37
34479542,11,1661.1399999999999,13,1,127.78
34479542,22,308.9699999999999,9,1,34.33
34479542,30,187.96,4,1,46.99
34479542,112,445.25999999999993,6,1,74.21
34479542,124,251.8,10,1,25.18
34479542,160,805.5300000000001,11,1,73.23
34479577,11,366.12,12,1,30.51
34479577,22,925.3799999999999,9,1,102.82
34479577,30,119.28,4,1,29.82
34479577,107,528.0600000000001,3,1,176.02
34479577,112,886.6199999999999,7,1,126.66
34479577,124,296.3,10,1,29.63
34479577,160,463.97999999999996,11,1,42.18
34479593,1,1049.29,11,1,95.39
34479593,11,2007.6,14,1,143.4
34479593,22,166.85999999999999,9,1,18.54
34479593,30,249.5,5,1,49.9
34479593,112,1957.1999999999998,7,1,279.6
34479593,124,34.2,10,1,3.42
34479593,160,1839.64,11,1,167.24
34480141,1,2146.2,10,1,214.62
34480141,10,799.37,11,1,72.67
34480141,11,1176.36,12,1,98.03
34480141,13,1739.76,12,1,144.98
34480141,15,771.3000000000002,9,1,85.7
34480141,22,2827.92,12,1,235.66
34480141,101,1558.88,8,1,194.86
34480141,151,1550.67,11,1,140.97
34480141,216,966.9,5,1,193.38
34480672,1,975.1999999999999,10,1,97.52
34480672,5,1339.92,6,1,223.32
34480672,6,297.84000000000003,8,1,37.23
34480672,11,4623.75,15,1,308.25
34480672,22,336.5,5,1,67.3
34480672,31,454.95000000000005,9,1,50.55
34480672,108,412.56,6,1,68.76
34480672,124,399.2300000000001,13,1,30.71
34483485,1,203.84,7,1,29.12
34483485,10,203.28,8,1,25.41
34483485,11,203.28000000000003,11,1,18.48
34483485,30,41.79,7,1,5.97
34483485,152,63.17999999999999,9,1,7.02
34483485,407,2.52,4,1,0.63
34483485,513,246.09,13,1,18.93
34483485,518,4.52,4,1,1.13
34483485,553,10.86,1,1,10.86
34485828,3,14.0,4,1,3.5
34485828,11,296.23,11,1,26.93
34485828,22,52.599999999999994,5,1,10.52
34487170,1,930.5400000000002,13,1,71.58
34487170,11,1288.5600000000002,13,1,99.12
34487170,22,214.14,6,1,35.69
34487170,108,192.32999999999998,3,1,64.11
34492794,1,8.73,1,1,8.73
34492794,15,2.62,1,1,2.62
34493642,1,29.700000000000003,3,1,9.9
34493642,11,90.4,4,1,22.6
34496250,1,312.84,6,1,52.14
34496250,10,128.88,6,1,21.48
34496250,11,459.3,10,1,45.93
34496544,1,160.29999999999998,7,1,22.9
34496544,3,26.94,3,1,8.98
34496544,11,157.05,9,1,17.45
34496544,22,262.62,9,1,29.18
34505853,1,429.84000000000003,8,1,53.73
34505853,11,799.0999999999998,10,1,79.91
34505853,22,286.3,5,1,57.26
34505853,101,213.23999999999998,6,1,35.54
34505853,120,81.7,5,1,16.34
34510563,263,21.68,1,1,21.68
34516499,1,293.36000000000007,8,1,36.67
34516499,11,491.04,8,1,61.38
34516499,22,43.72,4,1,10.93
34520038,1,397.3,10,1,39.73
34520038,11,453.9,10,1,45.39
34520038,22,84.23999999999998,6,1,14.04
34521476,1,53.52,6,1,8.92
34521476,11,905.2500000000002,15,1,60.35
34527970,11,45.39,3,1,15.13
34527970,22,134.4,7,1,19.2
34527970,151,382.5,9,1,42.5
34529124,216,345.96,4,1,86.49
34533245,1,157.92,8,1,19.74
34533245,11,341.46,9,1,37.94
34533245,22,60.5,5,1,12.1
34533245,216,69.36,4,1,17.34
34535752,1,25.200000000000003,3,1,8.4
34535752,10,11.22,2,1,5.61
34535752,11,3.68,1,1,3.68
34535752,263,7.73,1,1,7.73
34535876,1,49.24,4,1,12.31
34535876,3,11.64,3,1,3.88
34536368,216,833.12,4,1,208.28
34538972,1,808.72,8,1,101.09
34538972,7,6.81,1,1,6.81
34538972,10,33.95,5,1,6.79
34538972,11,68.7,5,1,13.74
34538972,101,35.099999999999994,6,1,5.85
34538972,102,31.96,4,1,7.99
34540721,1,19.68,6,1,3.28
34540721,3,49.44,4,1,12.36
34540721,11,102.13,7,1,14.59
34544344,583,353.28,4,1,88.32
34548471,583,51.480000000000004,4,4,22.35
34548501,22,22.740000000000002,3,1,7.58
34549311,1,799.44,12,1,66.62
34549311,11,436.5,9,1,48.5
34549311,108,78.4,5,1,15.68
34557268,2,3.0,1,1,3.0
34557268,11,13.0,4,2,4.0
34558655,1,131.16,6,1,21.86
34558655,10,69.36,8,1,8.67
34558655,11,91.35000000000001,9,1,10.15
34561095,1,119.6,8,1,14.95
34561095,10,28.559999999999995,6,1,4.76
34561095,11,16.0,4,1,4.0
34562571,1,109.32,6,1,18.22
34562571,11,188.29999999999998,7,1,26.9
34562571,14,131.88,7,1,18.84
34562571,22,38.459999999999994,6,1,6.41
34564418,1,300.15,9,1,33.35
34564418,214,81.63,3,1,27.21
34564418,216,180.9,5,1,36.18
34565589,1,536.48,8,1,67.06
34565589,5,194.28000000000003,6,1,32.38
34565589,10,194.04000000000002,6,1,32.34
34565589,11,149.76,6,1,24.96
34565589,15,13.8,6,1,2.3
34565589,703,0.7,1,1,0.7
34567069,1,21.0,3,1,7.0
34567069,11,44.0,4,1,11.0
34569134,1,46.76,7,1,6.68
34569134,10,33.52,8,1,4.19
34569134,11,147.2,8,1,18.4
34569711,1,145.5,5,1,29.1
34569711,3,6.88,2,1,3.44
34569711,10,40.12,4,1,10.03
34569711,11,47.45,5,1,9.49
34579245,580,1.01,1,1,1.01
34579245,581,0.5,1,1,0.5
34584206,1,147.63,7,1,21.09
34584206,10,108.92,7,1,15.56
34584206,11,34.900000000000006,5,1,6.98
34601801,1,514.9200000000001,7,1,73.56
34601801,11,297.0,10,1,29.7
34601801,583,9.42,3,1,3.14
34601801,587,75.06,2,1,37.53
34603820,1,5389.95,15,1,359.33
34603820,3,632.0,8,1,79.0
34603820,11,5518.110000000001,13,1,424.47
34603820,14,74.96,8,1,9.37
34603820,22,1794.2400000000002,9,1,199.36
34603820,106,1084.48,8,1,135.56
34613842,1,1466.8799999999999,12,1,122.24
34613842,2,197.04,8,1,24.63
34613842,11,1744.3999999999999,14,1,124.6
34613842,15,376.64,11,1,34.24
34613842,22,1256.1999999999998,10,1,125.62
34613842,30,42.2,4,1,10.55
34613842,101,109.73999999999998,6,1,18.29
34613842,112,353.52,8,1,44.19
34613842,113,112.41999999999999,7,1,16.06
34613842,252,51.57,1,1,51.57
34625212,1,145.92000000000002,6,1,24.32
34625212,3,11.2,2,1,5.6
34625212,15,3.16,1,1,3.16
34636753,1,409.35,5,1,81.87
34636753,216,137.56,4,1,34.39
34637822,1,226.66,7,1,32.38
34637822,3,30.04,2,1,15.02
34637822,216,405.24000000000007,6,1,67.54
34642079,10,27.839999999999996,3,1,9.28
34642079,216,41.3,5,1,8.26
34645647,583,28.0,1,1,28.0
34681163,1,122.64000000000001,6,1,20.44
34681163,10,25.52,4,1,6.38
34681163,11,41.44,8,1,5.18
34681163,22,36.89,7,1,5.27
34681325,1,150.57,3,1,50.19
34681325,14,47.58,2,1,23.79
34681325,16,91.24,2,1,45.62
34681325,216,1913.7,6,1,318.95
34681325,280,202.25,5,1,40.45
34683735,1,180.35999999999999,6,1,30.06
34683735,216,377.95000000000005,5,1,75.59
34689318,1,680.24,8,1,85.03
34689318,11,260.59999999999997,10,1,26.06
34689318,15,277.64,11,1,25.24
34689318,22,451.36,7,1,64.48
34689318,216,203.76,4,1,50.94
34689318,701,81.91999999999999,8,1,10.24
34696268,1,540.0,6,1,90.0
34696268,11,686.0,7,1,98.0
34696268,22,150.0,5,1,30.0
34721823,1,1601.4700000000003,13,1,123.19
34721823,11,3152.1,14,1,225.15
34721823,22,937.6200000000001,9,1,104.18
34721823,30,183.85000000000002,5,1,36.77
34721823,108,183.9,6,1,30.65
34721823,111,174.89999999999998,6,1,29.15
34721823,112,740.72,8,1,92.59
34721823,120,354.09999999999997,5,1,70.82
34721823,124,227.15,11,1,20.65
34725675,1,9530.28,18,1,529.46
34725675,2,221.55,7,1,31.65
34725675,10,604.8,12,1,50.4
34725675,11,8062.919999999999,18,1,447.94
34725675,22,2381.06,11,1,216.46
34725675,101,239.04,9,1,26.56
34725675,151,1008.9,15,1,67.26
34725675,216,1211.04,6,1,201.84
34728119,1,7.16,4,1,1.79
34728119,2,45.639999999999986,7,1,6.52
34728119,11,3659.7599999999998,13,1,281.52
34728119,22,233.73,9,1,25.97
34728119,112,930.2299999999999,7,1,132.89
34728119,124,526.7,10,1,52.67
34728119,160,1181.1799999999998,11,1,107.38
34734100,583,128.39,1,1,128.39
34742340,1,138.9,5,1,27.78
34742340,10,92.72,8,1,11.59
34742340,15,87.12,6,1,14.52
34744874,583,72.84,4,1,18.21
34745730,1,142.5,6,1,23.75
34745730,10,32.76,4,1,8.19
34745730,11,53.56,4,1,13.39
34745730,15,23.009999999999998,3,1,7.67
34745730,22,24.78,3,1,8.26
34748543,210,9.69,1,1,9.69
34749671,1,28.14,3,1,9.38
34749671,216,333.76,4,1,83.44
34749671,965,4.31,1,1,4.31
34752583,1,72.24,3,1,24.08
34752583,216,348.40000000000003,5,1,69.68
34752583,257,15.22,1,1,15.22
34752583,701,15.57,1,1,15.57
34752591,1,137.64000000000001,12,1,11.47
34752591,11,1328.55,15,1,88.57
34752591,22,724.5999999999999,10,1,72.46
34752591,31,168.72,6,1,28.12
34755930,1,742.0,8,1,92.75
34755930,11,2154.84,12,1,179.57
34755930,22,372.08,8,1,46.51
34755930,160,172.8,6,1,28.8
34756635,1,46.800000000000004,9,1,5.2
34756635,15,61.8,6,1,10.3
34756635,16,107.91999999999999,8,1,13.49
34758484,1,107.56,4,1,26.89
34758484,10,107.5,5,1,21.5
34758484,11,264.6,6,1,44.1
34758484,22,112.43999999999998,6,1,18.74
34758921,1,2262.68,14,1,161.62
34758921,11,1744.9899999999998,13,1,134.23
34758921,15,463.6,10,1,46.36
34758921,22,522.72,6,1,87.12
34758921,108,739.38,6,1,123.23
34758921,111,575.64,6,1,95.94
34758921,113,185.28,6,1,30.88
34758921,125,196.98000000000002,7,1,28.14
34758921,180,33.72,2,1,16.86
34759219,1,1900.6,10,1,190.06
34759219,10,828.4499999999999,9,1,92.05
34759219,11,1559.5,10,1,155.95
34759219,14,571.2,8,1,71.4
34759219,22,629.93,7,1,89.99
34759219,101,162.78,6,1,27.13
34765340,1,72.35000000000001,5,1,14.47
34765340,3,22.3,2,1,11.15
34765340,11,65.85,5,1,13.17
34781931,11,59.849999999999994,7,1,8.55
34791805,1,1136.8000000000002,10,1,113.68
34791805,10,188.64,8,1,23.58
34791805,11,1312.08,14,1,93.72
34791805,22,112.12,4,1,28.03
34791805,101,133.6,5,1,26.72
34791805,151,140.88,8,1,17.61
34793417,1,212.89999999999998,5,1,42.58
34793417,11,243.0,5,1,48.6
34793417,15,22.16,4,1,5.54
34793417,22,4.06,2,1,2.03
34793417,151,209.7,5,1,41.94
34793417,216,1893.16,4,1,473.29
34799768,1,864.5,10,1,86.45
34799768,2,243.12000000000003,6,1,40.52
34799768,11,613.0999999999999,10,1,61.31
34799768,968,95.42,2,1,47.71
34805237,1,181.95,5,1,36.39
34805237,3,5.97,1,1,5.97
34805237,10,144.0,5,1,28.8
34805237,11,808.5600000000001,9,1,89.84
34805237,22,222.56,8,1,27.82
34805725,216,39.0,1,1,39.0
34811008,1,38.910000000000004,3,1,12.97
34811008,30,5.73,1,1,5.73
34815127,1,155.07,9,1,17.23
34815127,11,78.82000000000001,7,1,11.26
34815127,15,226.6,11,1,20.6
34815127,102,102.78,9,1,11.42
34821437,1,1830.6,15,1,122.04
34821437,11,1775.6999999999998,9,1,197.3
34821437,22,219.54000000000002,6,1,36.59
34821437,113,416.2900000000001,7,1,59.47
34821437,120,129.56,4,1,32.39
34821437,160,675.28,8,1,84.41
34823839,1,101.25,9,1,11.25
34823839,14,47.800000000000004,5,1,9.56
34824452,1,215.82,6,1,35.97
34824452,11,467.28,4,1,116.82
34824452,22,326.64,6,1,54.44
34824452,109,13.42,1,1,13.42
34824452,216,283.48,4,1,70.87
34825130,1,1261.44,12,1,105.12
34825130,11,210.42,7,1,30.06
34825130,22,109.25,5,1,21.85
34825130,106,127.88,4,1,31.97
34825130,111,145.36,8,1,18.17
34829160,1,35.64,2,1,17.82
34829160,11,10.98,2,1,5.49
34829160,15,4.31,1,1,4.31
34830150,1,84.0,4,1,21.0
34830150,11,58.150000000000006,5,1,11.63
34830150,22,7.95,1,1,7.95
34832390,3,15.48,2,1,7.74
34832390,152,6.48,2,1,3.24
34832390,411,0.3,1,1,0.3
34832390,412,1.2000000000000002,3,1,0.4
34832390,413,1.2000000000000002,3,1,0.4
34832390,415,1.41,3,1,0.47
34832390,424,0.56,2,1,0.28
34833885,1,40.7,5,1,8.14
34833885,15,7.04,2,1,3.52
34835071,1,72.4,5,1,14.48
34835071,11,379.8,10,1,37.98
34835071,22,141.18,6,1,23.53
34835071,160,114.80000000000001,7,1,16.4
34835497,1,478.9,10,1,47.89
34835497,3,36.9,2,1,18.45
34835497,11,1911.2099999999998,19,1,100.59
34835497,22,123.00000000000001,5,1,24.6
34835497,31,131.35,5,1,26.27
34837309,1,1084.3000000000002,10,1,108.43
34837309,11,836.1600000000001,12,1,69.68
34837309,22,78.9,3,1,26.3
34837309,108,216.02000000000004,7,1,30.86
34837309,113,26.549999999999997,3,1,8.85
34837309,160,520.38,9,1,57.82
34838445,1,143.35000000000002,5,1,28.67
34838445,11,988.3000000000001,10,1,98.83
34838445,22,283.12,8,1,35.39
34838445,102,381.24,9,1,42.36
34839778,1,244.09,11,1,22.19
34839778,11,441.36,12,1,36.78
34839778,22,183.33,9,1,20.37
34839778,101,176.67,9,1,19.63
34839778,108,99.53999999999999,6,1,16.59
34839778,650,33.879999999999995,7,1,4.84
34843988,1,521.1999999999999,10,1,52.12
34843988,11,764.0999999999999,9,1,84.9
34844143,1,121.68,4,1,30.42
34844143,11,252.63000000000002,7,1,36.09
34844143,216,170.2,5,1,34.04
34844399,1,164.23000000000002,8,2,22.07
34844399,11,67.92,6,1,11.32
34844399,101,83.52,6,1,13.92
34844399,151,163.4,10,1,16.34
34844399,155,59.4,10,1,5.94
34847673,3,8.46,1,1,8.46
34851808,1,1028.8,8,1,128.6
34851808,10,428.40000000000003,9,3,55.8
34851808,11,466.6,10,2,53.2
34851808,22,433.5,8,2,54.2
34853827,216,9.24,4,1,2.31
34856303,1,500.96,8,1,62.62
34856303,11,468.29999999999995,10,1,46.83
34856303,15,64.19999999999999,6,1,10.7
34856303,22,46.8,5,1,9.36
34856303,31,101.10000000000001,6,1,16.85
34856303,102,70.38,6,1,11.73
34858209,1,234.5,5,1,46.9
34858209,11,643.4399999999999,7,1,91.92
34858209,22,170.8,7,1,24.4
34859035,1,14.279999999999998,6,1,2.38
34859035,11,27.119999999999997,6,1,4.52
34859035,151,306.2,10,1,30.62
34859663,1,22.36,4,1,5.59
34860904,1,20.82,2,1,10.41
34860904,3,10.68,2,1,5.34
34862117,1,91.2,6,1,15.2
34862117,11,85.92,4,1,21.48
34862427,1,185.04000000000002,8,1,23.13
34862427,10,86.76000000000002,6,1,14.46
34863113,1,366.9,6,1,61.15
34863113,11,549.63,9,1,61.07
34863113,160,241.07999999999998,7,1,34.44
34866554,1,68.24,8,1,8.53
34866554,11,218.79,9,1,24.31
34866554,22,44.58,6,1,7.43
34887438,1,160.26999999999998,11,1,14.57
34887438,10,176.85,9,1,19.65
34892873,1,196.2,6,1,32.7
34892873,3,34.7,5,1,6.94
34892873,11,79.9,5,1,15.98
34896070,1,72.8,5,1,14.56
34896070,22,133.84,7,1,19.12
34896070,110,42.3,3,1,14.1
34903050,1,94.85000000000001,7,1,13.55
34903050,11,162.08,8,1,20.26
34903050,22,57.65,5,1,11.53
34903050,108,117.60000000000001,8,1,14.7
34906769,1,370.70000000000005,11,1,33.7
34906769,5,0.35,1,1,0.35
34906769,11,340.83,9,1,37.87
34906769,22,89.25,7,1,12.75
34906769,210,36.75,3,1,12.25
34906769,252,22.12,1,1,22.12
34906769,263,32.14,1,1,32.14
34909180,210,16.05,1,1,16.05
34909903,1,57.480000000000004,3,1,19.16
34909903,11,35.84,2,1,17.92
34909903,15,69.1,2,1,34.55
34913455,1,145.45,5,1,29.09
34913455,11,247.8,7,1,35.4
34913455,15,541.1700000000001,7,1,77.31
34913455,22,136.32,6,1,22.72
34914133,1,184.26,6,1,30.71
34914133,216,18.419999999999998,3,1,6.14
34923892,1,97.44,8,1,12.18
34923892,6,26.349999999999998,5,1,5.27
34923892,14,21.72,3,1,7.24
34923892,22,4.68,1,1,4.68
34924929,1,228.2,10,1,22.82
34924929,15,110.7,6,1,18.45
34924929,22,183.04999999999998,7,1,26.15
34926174,1,40.4,4,1,10.1
34926174,10,13.200000000000001,5,1,2.64
34926174,11,191.76,6,1,31.96
34926999,1,215.10999999999999,7,1,30.73
34926999,11,861.3900000000001,9,1,95.71
34926999,22,585.3,10,1,58.53
34926999,124,114.62,11,1,10.42
34926999,216,27.089999999999996,3,1,9.03
34927626,1,874.8,12,1,72.9
34927626,10,137.88,6,1,22.98
34927626,11,564.6,10,1,56.46
34927626,22,233.51999999999998,7,1,33.36
34928258,1,24.3,9,1,2.7
34928258,11,89.2,10,1,8.92
34929157,1,228.04,4,1,57.01
34929157,10,81.54,6,1,13.59
34929157,11,611.52,7,2,93.27
34929157,22,61.71,3,1,20.57
34929157,160,219.54999999999998,5,1,43.91
34932115,1,510.1,5,1,102.02
34932115,3,60.6,4,1,15.15
34932115,11,209.10000000000002,6,1,34.85
34932115,150,89.88,7,1,12.84
34932115,151,997.04,8,1,124.63
34932115,216,79.44,3,1,26.48
34935017,1,62.51,7,1,8.93
34935149,11,6.58,2,1,3.29
34935149,22,53.13,3,1,17.71
34935319,583,117.28,2,1,58.64
34935688,1,112.69999999999999,7,1,16.1
34935688,11,71.39999999999999,7,1,10.2
34935688,22,147.78,6,1,24.63
34935688,108,31.16,2,1,15.58
34935688,160,131.64000000000001,6,1,21.94
34935807,2,206.16000000000003,6,1,34.36
34935807,216,377.15999999999997,6,1,62.86
34938164,11,56.88,9,1,6.32
34938385,1,10.44,4,1,2.61
34938385,3,55.05,5,1,11.01
34938385,10,38.07,3,1,12.69
34938385,11,78.82000000000001,7,1,11.26
34938385,15,11.0,4,1,2.75
34938385,22,18.64,4,1,4.66
34939713,2,1.0,1,1,1.0
34939713,3,23.869999999999997,2,2,19.7
34939713,108,79.42999999999999,6,5,14.47
34947015,1,412.64,8,1,51.58
34947015,3,52.62,3,1,17.54
34947015,10,84.83999999999999,7,1,12.12
34947015,11,318.56,8,1,39.82
34947015,15,463.7,10,1,46.37
34947376,11,88.92,3,1,29.64
34947376,22,67.14,6,1,11.19
34947805,1,784.6800000000001,12,1,65.39
34947805,3,354.5,5,1,70.9
34947805,11,294.8,11,1,26.8
34947805,15,701.01,9,1,77.89
34947805,102,143.7,6,1,23.95
34949131,1,316.53999999999996,7,1,45.22
34949131,11,244.26,9,1,27.14
34949131,22,63.75,5,1,12.75
34950040,15,37.76,4,1,9.44
34954917,1,118.44000000000001,7,1,16.92
34954917,10,76.95,9,1,8.55
34954917,11,43.56,6,1,7.26
34954917,22,42.900000000000006,5,1,8.58
34965765,1,80.92,6,2,14.53
34965765,2,63.91000000000001,7,1,9.13
34965765,10,182.0,8,3,26.0
34965765,11,521.4499999999999,8,4,78.96
34965765,22,214.74,9,1,23.86
34965765,31,112.8,8,1,14.1
34965781,1,818.1999999999999,10,1,81.82
34965781,3,335.6,5,1,67.12
34965781,11,1843.9299999999998,11,1,167.63
34965781,22,504.17999999999995,6,1,84.03
34965781,108,45.51,1,1,45.51
34968853,1,201.96,9,1,22.44
34968853,2,11.32,2,1,5.66
34968853,22,50.9,5,1,10.18
34968853,150,42.599999999999994,12,1,3.55
34968853,151,316.82,14,1,22.63
34968853,155,131.95,13,1,10.15
34969752,1,68.25,7,1,9.75
34969752,11,73.5,6,1,12.25
34969752,22,77.76,8,1,9.72
34971080,1,176.0,8,1,22.0
34971080,11,317.73,7,1,45.39
34971080,14,68.2,4,1,17.05
34971080,22,62.2,4,1,15.55
34971080,101,84.44,4,1,21.11
34975108,1,175.55,5,1,35.11
34975108,2,63.44,4,1,15.86
34985529,1,74.80000000000001,5,1,14.96
34985529,7,18.96,2,1,9.48
34985529,10,47.599999999999994,5,1,9.52
34985529,11,46.56,8,1,5.82
34985529,15,71.76,3,1,23.92
34985529,22,102.36,6,1,17.06
34985529,216,266.76,6,1,44.46
34985529,280,32.160000000000004,3,1,10.72
34987440,1,151.76,8,1,18.97
34987440,11,681.23,11,1,61.93
34987440,22,173.46,7,1,24.78
34989826,1,40.0,2,1,20.0
34989826,3,28.0,2,1,14.0
34992266,1,296.48,8,1,37.06
34992266,3,89.17999999999999,7,1,12.74
34992266,11,42.0,3,1,14.0
34992266,15,37.42,2,1,18.71
34992592,1,11.799999999999999,5,1,2.36
34994218,1,15.88,2,1,7.94
34994218,3,13.9,2,1,6.95
34994250,1,27.4,4,1,6.85
34994250,11,29.28,4,1,7.32
34999538,1,50.61,3,1,16.87
34999538,3,30.509999999999998,3,1,10.17
34999538,216,146.88,4,1,36.72
34999635,1,119.82,3,1,39.94
34999635,11,342.02,7,1,48.86
34999635,15,76.08,4,1,19.02
34999635,22,53.650000000000006,5,1,10.73
35006893,1,15.39,3,1,5.13
35006893,216,262.1,5,1,52.42
35006893,280,37.2,4,1,9.3
35006893,701,24.27,1,1,24.27
35008322,1,281.21999999999997,6,1,46.87
35008322,15,97.74,3,1,32.58
35008322,32,12.11,1,1,12.11
35008322,216,429.15,5,1,85.83
35008837,1,90.72,6,1,15.12
35008837,11,111.30000000000001,6,1,18.55
35008837,14,73.11,3,1,24.37
35008950,1,56.849999999999994,5,1,11.37
35008950,11,15.1,5,1,3.02
35013741,1,48.150000000000006,5,1,9.63
35013741,11,368.6,10,1,36.86
35013741,124,61.31999999999999,7,1,8.76
35013741,668,10.38,1,1,10.38
35018549,1,296.64,9,1,32.96
35018549,11,201.78000000000003,9,1,22.42
35018549,111,25.64,2,1,12.82
35018549,160,224.91,9,1,24.99
35020683,1,519.39,9,1,57.71
35020683,10,125.19,9,1,13.91
35020683,11,622.0,10,1,62.2
35020683,22,236.1,6,1,39.35
35022740,1,81.32,4,1,20.33
35022740,10,124.17999999999998,7,1,17.74
35022740,11,63.42,7,1,9.06
35027343,1,183.35000000000002,5,1,36.67
35027343,10,17.16,6,1,2.86
35027343,216,1991.12,4,1,497.78
35033483,1,2112.08,8,1,264.01
35033483,10,1407.23,11,1,127.93
35033483,11,7011.749999999999,15,1,467.45
35033483,22,1485.8,10,1,148.58
35040587,1,317.76,6,1,52.96
35040587,11,96.16,4,1,24.04
35040587,15,5.85,3,1,1.95
35040587,21,20.4,2,1,10.2
35040587,22,75.51,3,1,25.17
35040587,101,70.7,5,1,14.14
35040587,102,34.48,4,1,8.62
35040587,150,4.52,4,1,1.13
35040587,151,165.69,9,1,18.41
35041583,1,639.0,9,1,71.0
35041583,11,1135.2,11,1,103.2
35041583,22,785.97,9,1,87.33
35046984,421,22.5,1,1,22.5
35053174,1,1365.6999999999998,14,1,97.55
35053174,3,47.76,6,1,7.96
35053174,11,470.43,9,1,52.27
35053174,15,222.40000000000003,8,1,27.8
35053174,101,106.48,4,1,26.62
35059083,1,26.099999999999998,9,1,2.9
35059083,10,5.8,2,1,2.9
35059083,11,99.33,11,1,9.03
35061460,1,1769.79,11,1,160.89
35061460,10,676.6899999999999,7,1,96.67
35061460,11,1658.6699999999998,13,1,127.59
35061460,22,1056.32,8,1,132.04
35061460,31,384.48,6,1,64.08
35061460,101,264.20000000000005,5,1,52.84
35061460,151,571.7800000000001,11,1,51.98
35063900,1,432.72000000000014,8,1,54.09
35063900,3,40.08,3,1,13.36
35063900,10,116.76,7,1,16.68
35063900,11,614.61,9,1,68.29
35063900,15,50.92,4,1,12.73
35065113,1,1758.6999999999998,10,1,175.87
35065113,3,84.6,4,1,21.15
35065113,10,437.84000000000003,13,1,33.68
35065113,11,2999.8500000000004,15,1,199.99
35065113,15,384.66,9,1,42.74
35065113,22,1705.06,14,1,121.79
35065113,101,918.16,8,1,114.77
35065113,102,328.59,9,1,36.51
35065113,109,89.16,3,1,29.72
35065113,124,514.68,12,1,42.89
35065113,216,84.52,4,1,21.13
35065857,1,303.92,8,1,37.99
35065857,10,97.5,6,1,16.25
35065857,11,786.15,9,1,87.35
35065857,22,111.6,6,1,18.6
35065857,101,80.96,4,1,20.24
35065857,149,209.52,9,1,23.28
35066837,1,42.5,5,1,8.5
35066837,11,20.0,2,1,10.0
35069437,1,374.2000000000001,10,1,37.42
35069437,2,5.28,1,1,5.28
35069437,11,200.3,5,1,40.06
35069437,216,779.12,8,1,97.39
35069674,1,162.8,8,1,20.35
35073132,1,54.199999999999996,5,1,10.84
35073132,11,72.85,5,1,14.57
35073132,22,53.730000000000004,3,1,17.91
35074090,3,63.16,4,1,15.79
35074090,10,184.14000000000001,6,1,30.69
35074481,2,86.73,7,1,12.39
35074481,3,52.85,5,1,10.57
35074481,11,82.94999999999999,7,1,11.85
35074481,22,19.76,4,1,4.94
35074554,1,258.93,9,1,28.77
35074554,11,121.28,8,1,15.16
35074554,22,52.0,4,1,13.0
35074554,101,54.78,3,1,18.26
35074554,112,123.20000000000002,8,1,15.4
35074554,120,70.65,5,1,14.13
35076492,1,28.44,4,1,7.11
35076492,11,27.48,3,1,9.16
35076492,15,50.48,2,1,25.24
35077189,1,18.88,4,1,4.72
35077189,10,51.480000000000004,6,1,8.58
35077510,3,26.94,2,1,13.47
35077510,11,16.84,4,1,4.21
35081070,1,939.24,9,1,104.36
35081070,3,329.04,9,1,36.56
35081070,11,1375.2000000000003,9,1,152.8
35081070,15,416.56,8,1,52.07
35081070,22,996.1200000000001,9,1,110.68
35081070,101,216.27,9,1,24.03
35085408,1,2536.5,15,1,169.1
35085408,5,4.48,2,1,2.24
35085408,11,2424.94,14,1,173.21
35085408,13,506.8,10,1,50.68
35085408,22,1480.5,9,1,164.5
